Item,2017,2018,2019,2020,2021
Sales/Revenue,5.65B,5.92B,6.17B,7.64B,10.15B
Sales Growth,-,4.82%,4.21%,23.90%,32.78%
Total Investment Income,176M,-,-,20M,1.23B
Sundry Revenue/Income,-,-,-,-,-
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",5.47B,5.92B,6.17B,7.62B,8.92B
Commission & Fee Income,5.47B,5.92B,6.17B,7.62B,8.92B
Total Expense,3.05B,3.19B,3.46B,4.44B,5.34B
Total Interest Expense,187M,244M,285M,343M,423M
Depreciation & Amortization Expense,529M,582M,631M,740M,1.01B
Other Operating Expense,1.02B,952M,1.13B,1.26B,1.54B
Operating Income,2.6B,2.73B,2.71B,3.2B,4.81B
Operating Income Growth,-,5.16%,-0.92%,18.40%,50.19%
Non-Operating Income (Expense),152M,71M,109M,67M,1.42B
Non-Operating Interest Income,8M,22M,35M,10M,1M
Miscellaneous Non Operating Expense,108M,3M,12M,(14M),1.37B
Equity in Affiliates (Pretax),36M,46M,62M,71M,51M
Unusual Expense,36M,38M,49M,162M,115M
Pretax Income,2.53B,2.52B,2.48B,2.77B,5.7B
Pretax Income Growth,-,-0.24%,-1.55%,11.49%,106.00%
Pretax Margin,-,-,-,-,56.15%
Income Taxes,(28M),500M,521M,658M,1.63B
Income Tax - Current Domestic,358M,247M,313M,302M,800M
Income Tax - Current Foreign,268M,226M,241M,264M,292M
Income Tax - Deferred Domestic,(644M),38M,(25M),31M,350M
Income Tax - Deferred Foreign,(10M),(11M),(8M),61M,187M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.55B,2.02B,1.96B,2.11B,4.07B
Minority Interest Expense,28M,32M,27M,19M,11M
Net Income,2.53B,1.99B,1.93B,2.09B,4.06B
Net Income Growth,-,-21.30%,-2.77%,8.07%,94.26%
Net Margin Growth,-,-,-,-,39.99%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.53B,1.99B,1.93B,2.09B,4.06B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.53B,1.99B,1.93B,2.09B,4.06B
EPS (Basic),4.29,3.46,3.45,3.78,7.22
EPS (Basic) Growth,-,-19.35%,-0.42%,9.83%,90.80%
Basic Shares Outstanding,589M,575M,561M,552M,562M
EPS (Diluted),4.25,3.43,3.42,3.76,7.18
EPS (Diluted) Growth,-,-19.29%,-0.26%,10.02%,90.82%
Diluted Shares Outstanding,594M,579M,565M,555M,565M
