Item,2017,2018,2019,2020,2021
Sales/Revenue,12.51B,13.46B,14.26B,14.15B,13.96B
Sales Growth,-,7.60%,5.97%,-0.79%,-1.29%
Cost of Goods Sold (COGS) incl. D&A,4.91B,5.6B,6.81B,5.51B,6B
COGS Growth,-,13.93%,21.77%,-19.08%,8.80%
COGS excluding D&A,2.71B,3.32B,3.84B,2.68B,3.23B
Depreciation & Amortization Expense,2.2B,2.28B,2.98B,2.84B,2.77B
Depreciation,2.12B,2.2B,2.88B,2.77B,2.69B
Amortization of Intangibles,80M,82M,95M,69M,79M
Gross Income,7.59B,7.86B,7.45B,8.63B,7.97B
Gross Income Growth,-,3.52%,-5.28%,15.95%,-7.74%
Gross Profit Margin,-,-,-,-,57.05%
SG&A Expense,3.2B,3.46B,3.14B,3.59B,3.7B
SGA Growth,-,8.06%,-9.08%,14.12%,3.21%
Research & Development,-,-,-,-,-
Other SG&A,3.2B,3.46B,3.14B,3.59B,-
Other Operating Expense,668M,703M,883M,871M,909M
Unusual Expense,38M,403M,2.17B,2.23B,226M
EBIT after Unusual Expense,(38M),3.3B,(2.17B),1.95B,3.13B
Non Operating Income/Expense,573M,1.08B,1.05B,717M,988M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),(18M),197M,8M,40M,276M
Interest Expense,1.15B,1.45B,1.44B,1.29B,1.29B
Interest Expense Growth,-,25.33%,-0.55%,-9.95%,0.00%
Gross Interest Expense,1.39B,1.58B,1.52B,1.4B,1.41B
Interest Capitalized,236M,134M,78M,103M,117M
Pretax Income,3.09B,3.13B,869M,1.41B,3.1B
Pretax Income Growth,-,1.26%,-72.23%,62.37%,119.56%
Pretax Margin,-,-,-,-,22.19%
Income Tax,(30M),580M,209M,83M,425M
Income Tax - Current Domestic,(27M),63M,(36M),(395M),(117M)
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,(6M),517M,186M,439M,425M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,(3M),-,(59M),(39M),(117M)
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,3.12B,2.55B,660M,1.33B,2.67B
Minority Interest Expense,121M,102M,18M,(149M),26M
Net Income,3B,2.45B,642M,1.48B,2.65B
Net Income Growth,-,-18.41%,-73.76%,130.06%,79.21%
Net Margin Growth,-,-,-,-,18.96%
Extraordinaries & Discontinued Operations,-,-,716M,(1.88B),-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,716M,(1.88B),641M
Net Income After Extraordinaries,3B,2.45B,1.36B,(401M),3.29B
Preferred Dividends,-,-,17M,65M,68M
Net Income Available to Common,3B,2.45B,1.34B,(466M),3.22B
EPS (Basic),4.72,3.74,1.66,(0.56),3.99
EPS (Basic) Growth,-,-20.76%,-55.67%,-133.82%,810.79%
Basic Shares Outstanding,636M,654.2M,808.8M,831M,807.8M
EPS (Diluted),4.72,3.74,1.66,(0.56),3.98
EPS (Diluted) Growth,-,-20.76%,-55.67%,-133.83%,810.18%
Diluted Shares Outstanding,636M,654.9M,808.9M,831M,808.5M
EBITDA,5.93B,5.98B,6.4B,7.01B,6.12B
EBITDA Growth,-,0.88%,6.96%,9.62%,-12.68%
EBITDA Margin,-,-,-,-,43.84%
