Item,2017,2018,2019,2020,2021
Sales/Revenue,59.69B,62.99B,64.81B,57.03B,70.93B
Sales Growth,-,5.53%,2.88%,-12.00%,24.37%
Premiums Earned,32.09B,35.78B,34.2B,31.14B,34.83B
Total Investment Income,16.44B,16.18B,17.59B,17.41B,18.29B
Realized Gains (Losses),432M,1.98B,(459M),(3.89B),4.02B
Other Operating Income,10.73B,9.06B,13.48B,12.37B,13.8B
"Losses, Claims & Reserves",39.71B,43.94B,43.97B,41.22B,44.81B
"Losses, Claims & Reserves Growth",-,10.65%,0.09%,-6.26%,8.71%
"Losses, Benefits & Adjustments",33.79B,39.4B,36.82B,35.06B,38.46B
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",13.5B,14.22B,15.75B,16.13B,15.68B
SGA Growth,-,5.39%,10.73%,2.45%,-2.82%
"Selling, General & Admin. Expenses",13.5B,14.22B,15.75B,16.13B,15.68B
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,-,-,-,-,-
Other Operating Expense,-,-,-,-,-
Operating Income Before Interest Expense,6.49B,4.83B,5.09B,(323M),10.44B
Operating Income Growth,-,-25.48%,5.19%,-106.35%,"3,332.51%"
"Interest Expense, Net of Interest Capitalized",-,-,-,-,-
Interest Expense (excl. Interest Capitalized),-,-,-,-,-
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,6.49B,4.83B,5.09B,(323M),10.44B
Non-Operating Income (Expense),-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,-,-,-,-,1.06B
Pretax Income,6.49B,4.83B,5.09B,(323M),9.38B
Pretax Income Growth,-,-25.48%,5.19%,-106.35%,"3,004.33%"
Income Tax,(1.44B),822M,947M,(81M),1.67B
Income Tax - Current Domestic,(36M),(339M),88M,(560M),1.12B
Income Tax - Current Foreign,594M,681M,879M,848M,770M
Income Tax - Deferred Domestic,(2.55B),(633M),56M,(361M),15M
Income Tax - Deferred Foreign,556M,1.11B,(76M),(8M),(229M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,49M,76M,100M,96M,87M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,7.88B,4.04B,4.19B,(167M),7.68B
Minority Interest Expense,111M,14M,52M,228M,70M
Net Income,7.77B,4.03B,4.14B,(395M),7.61B
Net Income Growth,-,-48.17%,2.83%,-109.54%,"2,026.33%"
Net Margin Growth,-,-,-,-,10.73%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,7.77B,4.03B,4.14B,(395M),7.61B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,7.77B,4.03B,4.14B,(395M),7.61B
EPS (Basic),18.19,9.64,10.23,(1),19.65
EPS (Basic) Growth,-,-47.01%,6.08%,-109.76%,"2,069.07%"
Basic Shares Outstanding,427M,417.6M,404.8M,395.8M,387.2M
EPS (Diluted),17.86,9.5,10.11,(1),19.51
EPS (Diluted) Growth,-,-46.81%,6.41%,-109.87%,"2,054.44%"
Diluted Shares Outstanding,436M,426.2M,410.9M,395.8M,390.1M
