Item,2017,2018,2019,2020,2021
Sales/Revenue,995.79M,1.05B,1.15B,1.24B,1.29B
Sales Growth,-,5.13%,10.06%,7.72%,4.00%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,11.48M,11.75M,14.06M,5.07M,6.1M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,806.7M,826.22M,935.94M,1.11B,1.16B
Total Interest Expense,127.3M,136.12M,173.69M,197.88M,184.51M
Depreciation & Amortization Expense,436.46M,435.68M,507.92M,618.63M,619.83M
Other Operating Expense,137K,-,-,-,-
Operating Income,189.09M,220.64M,216.25M,131.96M,135.66M
Operating Income Growth,-,16.68%,-1.99%,-38.98%,2.81%
Non-Operating Income (Expense),75.36M,139.83M,161.33M,139.57M,214.43M
Non-Operating Interest Income,1.8M,4.1M,5.5M,9.1M,5.3M
Miscellaneous Non Operating Expense,42.31M,140.78M,17.96M,111.62M,143.48M
Equity in Affiliates (Pretax),31.26M,(5.06M),137.87M,18.84M,65.65M
Unusual Expense,4.74M,2.12M,474K,2.13M,3.15M
Pretax Income,132.42M,222.23M,203.42M,71.52M,162.43M
Pretax Income Growth,-,67.83%,-8.47%,-64.84%,127.13%
Pretax Margin,-,-,-,-,12.58%
Income Taxes,(240K),688K,3.84M,2.55M,1.44M
Income Tax - Current Domestic,(798K),616K,2.2M,1.23M,3.93M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,558K,72K,1.64M,1.32M,(2.44M)
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,48K
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,132.66M,221.54M,199.58M,68.97M,160.99M
Minority Interest Expense,18.44M,18.44M,14.61M,4.7M,10.98M
Net Income,114.22M,203.11M,184.97M,64.27M,150.02M
Net Income Growth,-,77.82%,-8.93%,-65.26%,133.43%
Net Margin Growth,-,-,-,-,11.62%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,114.22M,203.11M,184.97M,64.27M,150.02M
Preferred Dividends,3.87M,3.87M,4.1M,4.23M,4.23M
Net Income Available to Common,110.35M,199.24M,180.86M,60.04M,145.79M
EPS (Basic),0.44,0.74,0.63,0.2,0.49
EPS (Basic) Growth,-,68.31%,-14.66%,-67.85%,138.17%
Basic Shares Outstanding,267.02M,268.18M,285.25M,294.55M,300.33M
EPS (Diluted),0.44,0.74,0.63,0.2,0.48
EPS (Diluted) Growth,-,68.64%,-14.46%,-67.81%,137.33%
Diluted Shares Outstanding,268.83M,269.48M,286.02M,294.93M,301.7M
