Item,2017,2018,2019,2020,2021
Sales/Revenue,8.03B,8.69B,8.2B,7.72B,10.57B
Sales Growth,-,8.16%,-5.58%,-5.88%,36.96%
Cost of Goods Sold (COGS) incl. D&A,5.65B,6.1B,5.27B,4.7B,7.47B
COGS Growth,-,8.06%,-13.62%,-10.89%,59.04%
COGS excluding D&A,3.88B,4.34B,3.53B,2.94B,5.58B
Depreciation & Amortization Expense,1.77B,1.76B,1.74B,1.76B,1.89B
Depreciation,1.42B,1.43B,1.41B,1.43B,1.56B
Amortization of Intangibles,347M,333M,324M,328M,332M
Gross Income,2.39B,2.59B,2.93B,3.02B,3.11B
Gross Income Growth,-,8.38%,13.38%,3.14%,2.68%
Gross Profit Margin,-,-,-,-,29.37%
SG&A Expense,572M,549M,552M,466M,552M
SGA Growth,-,-4.02%,0.55%,-15.58%,18.45%
Research & Development,-,-,-,-,-
Other SG&A,572M,549M,552M,466M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,1.93B,1.95B,685M,1.42B,8M
EBIT after Unusual Expense,(1.93B),87M,1.7B,1.14B,2.55B
Non Operating Income/Expense,1.02B,741M,166M,(30M),92M
Non-Operating Interest Income,282M,219M,14M,8M,7M
Equity in Affiliates (Pretax),434M,396M,375M,328M,608M
Interest Expense,1.08B,1.11B,1.19B,1.17B,1.18B
Interest Expense Growth,-,2.68%,6.65%,-1.18%,0.60%
Gross Interest Expense,1.12B,1.16B,1.22B,1.19B,1.19B
Interest Capitalized,33M,48M,32M,20M,11M
Pretax Income,535M,331M,1.06B,277M,2.07B
Pretax Income Growth,-,-38.13%,221.45%,-73.97%,648.38%
Pretax Margin,-,-,-,-,19.61%
Income Tax,(1.97B),138M,335M,79M,511M
Income Tax - Current Domestic,38M,(82M),(46M),(29M),2M
Income Tax - Current Foreign,-,-,2M,-,-
Income Tax - Deferred Domestic,(2.01B),220M,379M,108M,509M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.51B,193M,729M,198M,1.56B
Minority Interest Expense,335M,348M,(136M),(13M),45M
Net Income,2.17B,(155M),865M,211M,1.52B
Net Income Growth,-,-107.13%,658.06%,-75.61%,618.96%
Net Margin Growth,-,-,-,-,14.35%
Extraordinaries & Discontinued Operations,-,-,(15M),-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,(15M),-,-
Net Income After Extraordinaries,2.17B,(155M),850M,211M,1.52B
Preferred Dividends,-,1M,3M,3M,3M
Net Income Available to Common,2.17B,(156M),847M,208M,1.51B
EPS (Basic),2.63,(0.16),0.7,0.17,1.25
EPS (Basic) Growth,-,-106.08%,536.75%,-75.47%,626.90%
Basic Shares Outstanding,826.18M,973.63M,1.21B,1.21B,1.22B
EPS (Diluted),2.62,(0.16),0.7,0.17,1.24
EPS (Diluted) Growth,-,-106.11%,536.06%,-75.46%,625.93%
Diluted Shares Outstanding,828.52M,973.63M,1.21B,1.22B,1.22B
EBITDA,3.58B,3.8B,4.12B,4.31B,4.44B
EBITDA Growth,-,5.92%,8.43%,4.84%,2.92%
EBITDA Margin,-,-,-,-,42.00%
