Item,2017,2018,2019,2020,2021
Sales/Revenue,10.99B,11.63B,11.46B,11.76B,13.93B
Sales Growth,-,5.81%,-1.52%,2.64%,18.49%
Cost of Goods Sold (COGS) incl. D&A,9.46B,10.06B,9.79B,9.88B,11.9B
COGS Growth,-,6.31%,-2.65%,0.86%,20.47%
COGS excluding D&A,8.74B,9.36B,9.12B,9.21B,11.2B
Depreciation & Amortization Expense,729M,702M,678M,668M,700M
Depreciation,509M,498M,491M,488M,520M
Amortization of Intangibles,220M,204M,187M,180M,180M
Gross Income,1.53B,1.57B,1.66B,1.88B,2.03B
Gross Income Growth,-,2.75%,5.73%,13.12%,8.09%
Gross Profit Margin,-,-,-,-,14.59%
SG&A Expense,346M,649M,660M,575M,800M
SGA Growth,-,87.57%,1.69%,-12.88%,39.13%
Research & Development,27M,32M,44M,47M,56M
Other SG&A,319M,617M,616M,528M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,361M,71M,92M,244M,76M
EBIT after Unusual Expense,823M,852M,910M,1.06B,1.16B
Non Operating Income/Expense,(8M),96M,27M,(107M),120M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,301M,315M,329M,267M,268M
Interest Expense Growth,-,4.65%,4.44%,-18.84%,0.37%
Gross Interest Expense,310M,315M,329M,267M,268M
Interest Capitalized,9M,-,-,-,-
Pretax Income,514M,633M,608M,687M,1.01B
Pretax Income Growth,-,23.15%,-3.95%,12.99%,46.72%
Pretax Margin,-,-,-,-,7.24%
Income Tax,165M,185M,71M,99M,156M
Income Tax - Current Domestic,6M,35M,6M,(30M),(12M)
Income Tax - Current Foreign,77M,115M,110M,112M,133M
Income Tax - Deferred Domestic,99M,30M,(27M),(49M),(11M)
Income Tax - Deferred Foreign,(17M),5M,(18M),66M,46M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,31M,5M,(1M),(6M),26M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,380M,453M,536M,582M,878M
Minority Interest Expense,6M,(1M),(30M),(3M),-
Net Income,374M,454M,566M,585M,878M
Net Income Growth,-,21.39%,24.67%,3.36%,50.09%
Net Margin Growth,-,-,-,-,6.30%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,374M,454M,566M,585M,878M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,374M,454M,566M,585M,878M
EPS (Basic),1.07,1.32,1.71,1.79,2.69
EPS (Basic) Growth,-,23.36%,29.50%,4.89%,50.21%
Basic Shares Outstanding,350.27M,344.8M,331.1M,326.26M,325.99M
EPS (Diluted),1.05,1.29,1.66,1.76,2.65
EPS (Diluted) Growth,-,22.86%,29.00%,5.62%,50.63%
Diluted Shares Outstanding,356.99M,352.32M,340.12M,332.82M,331.62M
EBITDA,1.91B,1.63B,1.68B,1.97B,1.93B
EBITDA Growth,-,-15.05%,3.38%,17.44%,-2.08%
EBITDA Margin,-,-,-,-,13.87%
