Item,2018,2019,2020,2021,2022
Sales/Revenue,1.79B,2.67B,3.09B,3.37B,3.5B
Sales Growth,-,48.83%,15.76%,9.19%,3.91%
Cost of Goods Sold (COGS) incl. D&A,934.37M,1.57B,1.6B,1.56B,1.54B
COGS Growth,-,67.79%,1.85%,-2.18%,-1.62%
COGS excluding D&A,790M,1.31B,1.36B,1.37B,1.33B
Depreciation & Amortization Expense,144.37M,257.91M,236.54M,192.27M,206.54M
Depreciation,32.2M,39.73M,47.63M,54.84M,59.05M
Amortization of Intangibles,112.17M,218.18M,188.92M,137.43M,147.49M
Gross Income,858.52M,1.1B,1.49B,1.81B,1.97B
Gross Income Growth,-,28.20%,35.58%,21.35%,8.69%
Gross Profit Margin,-,-,-,-,56.16%
SG&A Expense,692.16M,896.37M,1.07B,1.14B,1.42B
SGA Growth,-,29.50%,19.02%,7.11%,24.54%
Research & Development,189.88M,223.73M,290.22M,310.65M,401.08M
Other SG&A,502.28M,672.63M,776.66M,832.05M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,40.07M,(14.36M),6.38M,42.39M,65.57M
EBIT after Unusual Expense,126.3M,218.6M,418.98M,625.8M,479.48M
Non Operating Income/Expense,11.34M,(15.8M),(5.24M),39.52M,(13.08M)
Non-Operating Interest Income,-,38.02M,47.34M,18.7M,17.62M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,1.01M,8.03M,2.64M,6.21M,18.63M
Interest Expense Growth,-,699.20%,-67.17%,135.38%,200.11%
Gross Interest Expense,1.01M,8.03M,2.64M,6.21M,18.63M
Interest Capitalized,-,-,-,-,-
Pretax Income,136.63M,232.79M,458.44M,677.82M,465.4M
Pretax Income Growth,-,70.38%,96.94%,47.85%,-31.34%
Pretax Margin,-,-,-,-,13.28%
Income Tax,(36.91M),(101.05M),53.98M,88.93M,47.38M
Income Tax - Current Domestic,(8.59M),11.1M,30.14M,24.45M,11.42M
Income Tax - Current Foreign,4.21M,22.27M,10.06M,27.33M,24.06M
Income Tax - Deferred Domestic,(13.34M),(137.47M),46.4M,44.71M,37.69M
Income Tax - Deferred Foreign,(19.19M),3.05M,(32.61M),(7.56M),(25.79M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(159K),-,-,-,-
Consolidated Net Income,173.37M,333.84M,404.46M,588.89M,418.02M
Minority Interest Expense,-,-,-,-,-
Net Income,173.37M,333.84M,404.46M,588.89M,418.02M
Net Income Growth,-,92.55%,21.15%,45.60%,-29.01%
Net Margin Growth,-,-,-,-,11.93%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,173.37M,333.84M,404.46M,588.89M,418.02M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,173.37M,333.84M,404.46M,588.89M,418.02M
EPS (Basic),1.57,2.95,3.58,5.14,3.62
EPS (Basic) Growth,-,87.90%,21.23%,43.69%,-29.56%
Basic Shares Outstanding,110.11M,113.18M,113.1M,114.6M,115.49M
EPS (Diluted),1.54,2.9,3.54,5.09,3.58
EPS (Diluted) Growth,-,88.31%,22.20%,43.57%,-29.64%
Diluted Shares Outstanding,112.76M,115.2M,114.14M,115.74M,116.78M
EBITDA,310.73M,462.14M,661.89M,860.45M,751.59M
EBITDA Growth,-,48.73%,43.22%,30.00%,-12.65%
EBITDA Margin,-,-,-,-,21.44%
