Item,2017,2018,2019,2020,2021
Sales/Revenue,2.31B,2.42B,2.41B,2.37B,2.79B
Sales Growth,-,4.80%,-0.55%,-1.71%,17.78%
Cost of Goods Sold (COGS) incl. D&A,950.01M,988.45M,1.02B,1.02B,1.16B
COGS Growth,-,4.05%,2.74%,0.48%,13.82%
COGS excluding D&A,844.01M,880.05M,910.25M,895.02M,1.03B
Depreciation & Amortization Expense,106M,108.41M,105.3M,125.36M,131.68M
Depreciation,61.45M,57.95M,53.84M,68.69M,71.56M
Amortization of Intangibles,44.55M,50.46M,51.46M,56.68M,60.12M
Gross Income,1.36B,1.43B,1.39B,1.34B,1.62B
Gross Income Growth,-,5.33%,-2.82%,-3.31%,20.78%
Gross Profit Margin,-,-,-,-,58.31%
SG&A Expense,676.96M,680.31M,667.75M,667.48M,795.33M
SGA Growth,-,0.49%,-1.85%,-0.04%,19.15%
Research & Development,132.59M,143.4M,142.96M,140.78M,168.36M
Other SG&A,544.36M,536.9M,524.79M,526.7M,-
Other Operating Expense,8.75M,5.03M,-,-,-
Unusual Expense,15.06M,(321K),11.29M,33.46M,(4.49M)
EBIT after Unusual Expense,(15.06M),746.46M,712.01M,644.05M,833.68M
Non Operating Income/Expense,3.55M,(54.48M),(7.14M),(331K),5.23M
Non-Operating Interest Income,36.08M,38.81M,22.06M,16.27M,12.22M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,56.84M,48.64M,48.69M,49.07M,44.94M
Interest Expense Growth,-,-14.42%,0.10%,0.78%,-8.42%
Gross Interest Expense,56.84M,48.64M,48.69M,49.07M,44.94M
Interest Capitalized,-,-,-,-,-
Pretax Income,641.1M,682.15M,678.24M,610.91M,806.19M
Pretax Income Growth,-,6.40%,-0.57%,-9.93%,31.97%
Pretax Margin,-,-,-,-,28.94%
Income Tax,620.79M,88.35M,86.04M,89.34M,113.35M
Income Tax - Current Domestic,575.28M,85.95M,10.34M,32.63M,19.99M
Income Tax - Current Foreign,-,-,66.08M,59.41M,76.72M
Income Tax - Deferred Domestic,45.51M,2.41M,8.17M,(8.75M),10.84M
Income Tax - Deferred Foreign,-,-,1.45M,6.06M,5.8M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,20.31M,593.79M,592.2M,521.57M,692.84M
Minority Interest Expense,-,-,-,-,-
Net Income,20.31M,593.79M,592.2M,521.57M,692.84M
Net Income Growth,-,"2,823.51%",-0.27%,-11.93%,32.84%
Net Margin Growth,-,-,-,-,24.87%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,20.31M,593.79M,592.2M,521.57M,692.84M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,20.31M,593.79M,592.2M,521.57M,692.84M
EPS (Basic),0.25,7.71,8.76,8.4,11.25
EPS (Basic) Growth,-,"2,929.22%",13.54%,-4.08%,33.96%
Basic Shares Outstanding,79.79M,76.99M,67.63M,62.09M,61.58M
EPS (Diluted),0.25,7.65,8.69,8.36,11.17
EPS (Diluted) Growth,-,"2,935.79%",13.56%,-3.81%,33.66%
Diluted Shares Outstanding,80.6M,77.62M,68.17M,62.41M,62.03M
EBITDA,779.37M,854.55M,828.6M,802.87M,960.87M
EBITDA Growth,-,9.65%,-3.04%,-3.11%,19.68%
EBITDA Margin,-,-,-,-,34.49%
