Item,2017,2018,2019,2020,2021
Sales/Revenue,14.2B,15.67B,13.08B,12.45B,14.14B
Sales Growth,-,10.36%,-16.54%,-4.75%,13.50%
Cost of Goods Sold (COGS) incl. D&A,9.76B,10.77B,9.05B,8.62B,9.67B
COGS Growth,-,10.38%,-16.01%,-4.70%,12.06%
COGS excluding D&A,9.41B,10.41B,8.76B,8.33B,9.37B
Depreciation & Amortization Expense,349.3M,361.5M,288.8M,294.3M,294.1M
Depreciation,217.3M,222.2M,172.1M,178.6M,170.5M
Amortization of Intangibles,132M,139.3M,116.7M,115.7M,123.6M
Gross Income,4.44B,4.89B,4.03B,3.83B,4.47B
Gross Income Growth,-,10.32%,-17.73%,-4.87%,16.74%
Gross Profit Margin,-,-,-,-,31.63%
SG&A Expense,2.71B,2.88B,2.31B,2.22B,2.43B
SGA Growth,-,6.52%,-20.02%,-3.73%,9.36%
Research & Development,210.8M,228.7M,174.2M,165M,193.5M
Other SG&A,2.5B,2.65B,2.13B,2.05B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,3.7M,123M,57.8M,68.2M,19.1M
EBIT after Unusual Expense,1.73B,1.89B,(57.8M),1.54B,2.03B
Non Operating Income/Expense,(102.6M),(14.1M),(21.6M),(9.8M),(4.4M)
Non-Operating Interest Income,9.4M,6.4M,600K,4.5M,4M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,215.3M,220.6M,243.5M,249.4M,234.4M
Interest Expense Growth,-,2.46%,10.38%,2.42%,-6.01%
Gross Interest Expense,215.3M,220.6M,243.5M,249.4M,234.4M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.42B,1.66B,1.4B,1.29B,1.79B
Pretax Income Growth,-,17.10%,-15.74%,-7.91%,39.01%
Pretax Margin,-,-,-,-,12.67%
Income Tax,80.2M,281.3M,238.6M,296.8M,333.5M
Income Tax - Current Domestic,102.2M,231.9M,181.8M,168.3M,247M
Income Tax - Current Foreign,95.4M,193.2M,77.4M,106.3M,111.7M
Income Tax - Deferred Domestic,(234.7M),(83.2M),2.2M,11.2M,(42.5M)
Income Tax - Deferred Foreign,117.3M,(60.6M),(22.8M),11M,17.3M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.34B,1.38B,1.16B,991.4M,1.46B
Minority Interest Expense,9.7M,19.9M,15.2M,14.2M,13.2M
Net Income,1.33B,1.36B,1.15B,977.2M,1.44B
Net Income Growth,-,2.34%,-15.75%,-14.66%,47.77%
Net Margin Growth,-,-,-,-,10.21%
Extraordinaries & Discontinued Operations,(25.4M),(21.5M),265.8M,(122.3M),-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(25.4M),(21.5M),265.8M,(122.3M),(20.6M)
Net Income After Extraordinaries,1.3B,1.34B,1.41B,854.9M,1.42B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.3B,1.34B,1.41B,854.9M,1.42B
EPS (Basic),5.11,5.41,5.84,3.56,5.96
EPS (Basic) Growth,-,5.89%,7.92%,-39.03%,67.47%
Basic Shares Outstanding,254.9M,247.2M,241.6M,240.1M,238.7M
EPS (Diluted),5.05,5.35,5.77,3.52,5.87
EPS (Diluted) Growth,-,5.91%,7.94%,-39.08%,67.05%
Diluted Shares Outstanding,258.1M,250.1M,244.4M,243.1M,242.3M
EBITDA,2.08B,2.37B,2.01B,1.91B,2.34B
EBITDA Growth,-,14.12%,-15.30%,-5.20%,22.74%
EBITDA Margin,-,-,-,-,16.54%
