Item,2017,2018,2019,2020,2021
Interest Income,7.37B,8.12B,9.41B,15.55B,13.77B
Interest Income Growth,-,10.12%,15.87%,65.25%,-11.41%
Interest and Fees on Loans,6.23B,6.89B,7.98B,13.49B,11.48B
Interest Income on Fed. Funds,-,-,-,-,-
Interest Income on Fed. Repos,-,-,-,-,-
Interest on Bank Deposits,-,-,-,-,-
Other Interest or Dividend Income,1.14B,1.23B,1.43B,2.06B,2.29B
Total Internest Expense,839M,1.44B,2.1B,1.72B,768M
Total Internest Expense Growth,-,71.39%,45.76%,-17.84%,-55.40%
Interest Expense on Bank Deposits,344M,644M,1.1B,785M,148M
Other Interest Expense,495M,794M,995M,937M,-
Interest Expense on Debt,495M,794M,995M,937M,620M
Interest Capitalized,-,-,-,-,-
Other Borrowed Funds,-,-,-,-,-
Net Interest Income,6.54B,6.68B,7.31B,13.83B,13.01B
Net Interest Income Growth,-,2.25%,9.44%,89.06%,-5.93%
Loan Loss Provision,547M,566M,615M,2.34B,(813M)
Loan Loss Provision Growth,-,3.47%,8.66%,279.67%,-134.82%
Net Interest Income after Provision,5.99B,6.12B,6.7B,11.49B,13.82B
Net Interest Inc After Loan Loss Prov Growth,-,2.14%,9.52%,71.56%,20.26%
Net Interest Margin,-,-,-,-,2.86%
Non-Interest Income,4.74B,4.89B,5.21B,8.77B,9.42B
Securities Gain,(1M),3M,(116M),402M,-
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",4.06B,4.26B,4.69B,7.43B,8.61B
Commission & Fee Income,3.78B,3.98B,3.98B,6.15B,7.21B
Other Operating Income,684M,620M,636M,944M,813M
Non-Interest Expense,6.9B,6.8B,7.53B,13.7B,14.43B
Labor & Related Expense,4.36B,4.31B,4.83B,8.15B,8.63B
Equipment Expense,376M,334M,457M,723M,657M
Other Operating Expense,1.79B,1.72B,1.82B,4.01B,4.2B
Operating Income,3.83B,4.21B,4.38B,6.57B,8.81B
Operating Income Growth,-,9.73%,4.11%,49.99%,34.15%
Operating Income Margin,-,-,-,-,37.99%
Non-Operating Income (Expense),-,-,-,-,-
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,507M,146M,360M,1.1B,818M
Pretax Income,3.33B,4.06B,4.02B,5.47B,7.99B
Pretax Income Growth,-,22.07%,-1.01%,36.18%,46.04%
Pretax Margin,-,-,-,-,34.46%
Income Taxes,911M,803M,782M,981M,1.56B
Income Tax - Current - Domestic,619M,780M,454M,1.13B,1.2B
Income Tax - Current - Foreign,-,-,-,-,-
Income Tax - Deferred - Domestic,292M,23M,328M,(153M),352M
Income Tax - Deferred - Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.42B,3.26B,3.24B,4.49B,6.44B
Minority Interest Expense,21M,20M,13M,10M,(3M)
Net Income,2.39B,3.24B,3.22B,4.48B,6.44B
Net Income Growth,-,35.21%,-0.40%,39.02%,43.69%
Net Income Margin,-,-,-,-,27.77%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,-,-,-,-,-
Preferred Dividends,174M,174M,196M,298M,407M
Net Income Available to Common,2.22B,3.06B,3.03B,4.18B,6.03B
EPS (Basic),2.78,3.96,3.76,3.11,4.51
EPS (Basic) Grwoth,-,42.66%,-5.09%,-17.42%,45.26%
Basic Shares Outstanding,799.22M,772.96M,805.1M,1.35B,1.34B
EPS (Diluted),2.74,3.91,3.71,3.08,4.47
EPS (Diluted) Growth,-,42.82%,-4.99%,-17.07%,45.14%
Diluted Shares Outstanding,810.98M,783.48M,815.2M,1.36B,1.35B
