Item,2017,2018,2019,2020,2021
Sales/Revenue,11.91B,11.43B,11.5B,11.94B,17.86B
Sales Growth,-,-3.97%,0.59%,3.83%,49.53%
Cost of Goods Sold (COGS) incl. D&A,7.08B,7.31B,7.31B,7.5B,11.66B
COGS Growth,-,3.35%,0.01%,2.58%,55.39%
COGS excluding D&A,5.27B,5.2B,5.48B,5.29B,8.45B
Depreciation & Amortization Expense,1.81B,2.11B,1.84B,2.22B,3.21B
Depreciation,287.6M,279.5M,256.1M,527.9M,509.5M
Amortization of Intangibles,1.52B,1.83B,1.58B,1.69B,2.7B
Gross Income,4.83B,4.12B,4.19B,4.44B,6.2B
Gross Income Growth,-,-14.70%,1.62%,6.00%,39.62%
Gross Profit Margin,-,-,-,-,34.70%
SG&A Expense,3.22B,3B,3.2B,3.06B,4.53B
SGA Growth,-,-6.68%,6.70%,-4.42%,47.90%
Research & Development,774.9M,686.9M,639.9M,507.5M,737.8M
Other SG&A,2.44B,2.32B,2.47B,2.55B,-
Other Operating Expense,-,-,-,16.9M,-
Unusual Expense,135.6M,224.7M,284.2M,1.56B,1.69B
EBIT after Unusual Expense,1.48B,893M,698.9M,(201.8M),(25.6M)
Non Operating Income/Expense,4.9M,13.8M,27.8M,22.3M,55M
Non-Operating Interest Income,6.2M,-,-,-,-
Equity in Affiliates (Pretax),(58M),(78.7M),(62.1M),(48.4M),(61.9M)
Interest Expense,527.3M,529.7M,510.2M,493.3M,631.9M
Interest Expense Growth,-,0.46%,-3.68%,-3.31%,28.10%
Gross Interest Expense,527.3M,529.7M,510.2M,493.3M,631.9M
Interest Capitalized,-,-,-,-,-
Pretax Income,903M,298.4M,154.4M,(721.2M),(664.4M)
Pretax Income Growth,-,-66.95%,-48.26%,-567.10%,7.88%
Pretax Margin,-,-,-,-,-3.72%
Income Tax,207M,(54.1M),137.6M,(51.3M),604.7M
Income Tax - Current Domestic,43.4M,(61.4M),139.2M,(6.5M),20.3M
Income Tax - Current Foreign,275M,271.6M,191M,(269.3M),(91.3M)
Income Tax - Deferred Domestic,27.6M,(125.2M),(179.1M),168.7M,(193.5M)
Income Tax - Deferred Foreign,(139M),(139.1M),(13.5M),55.8M,869.2M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,696M,352.5M,16.8M,(669.9M),(1.27B)
Minority Interest Expense,-,-,-,-,-
Net Income,696M,352.5M,16.8M,(669.9M),(1.27B)
Net Income Growth,-,-49.35%,-95.23%,"-4,087.50%",-89.45%
Net Margin Growth,-,-,-,-,-7.11%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,696M,352.5M,16.8M,(669.9M),(1.27B)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,696M,352.5M,16.8M,(669.9M),(1.27B)
EPS (Basic),1.3,0.69,0.03,(1.11),(1.05)
EPS (Basic) Growth,-,-47.30%,-95.24%,"-3,518.10%",5.78%
Basic Shares Outstanding,534.5M,514.5M,515.7M,601.2M,1.21B
EPS (Diluted),1.3,0.68,0.03,(1.11),(1.05)
EPS (Diluted) Growth,-,-47.50%,-95.24%,"-3,528.62%",5.78%
Diluted Shares Outstanding,536.7M,516.5M,516.5M,601.2M,1.21B
EBITDA,3.42B,3.23B,2.82B,3.57B,4.88B
EBITDA Growth,-,-5.59%,-12.57%,26.68%,36.48%
EBITDA Margin,-,-,-,-,27.33%
