Item,2018,2019,2020,2021,2022
Sales/Revenue,8.08B,8.51B,7.81B,7.2B,9.63B
Sales Growth,-,5.33%,-8.27%,-7.82%,33.82%
Cost of Goods Sold (COGS) incl. D&A,6.65B,7.01B,6.75B,6.05B,8.01B
COGS Growth,-,5.42%,-3.67%,-10.36%,32.26%
COGS excluding D&A,6.34B,6.67B,6.4B,5.7B,7.64B
Depreciation & Amortization Expense,313.1M,336.7M,355.9M,350.9M,368.4M
Depreciation,288.8M,308.8M,326.8M,323.5M,346.7M
Amortization of Intangibles,24.3M,27.9M,29.1M,27.4M,21.7M
Gross Income,1.43B,1.5B,1.05B,1.14B,1.62B
Gross Income Growth,-,4.89%,-29.72%,8.41%,42.12%
Gross Profit Margin,-,-,-,-,16.87%
SG&A Expense,644.8M,675.4M,603.1M,521.6M,463.6M
SGA Growth,-,4.75%,-10.70%,-13.51%,-11.12%
Research & Development,-,-,-,-,-
Other SG&A,644.8M,675.4M,603.1M,521.6M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,122.5M,(6.1M),404.6M,(24.1M),6.4M
EBIT after Unusual Expense,663.2M,831.1M,46.8M,645.7M,1.15B
Non Operating Income/Expense,1.3M,1.3M,(150.6M),(4.9M),10.1M
Non-Operating Interest Income,800K,3.8M,4.9M,1.7M,1.9M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,59.6M,53.9M,62.1M,66M,73.2M
Interest Expense Growth,-,-9.56%,15.21%,6.28%,10.91%
Gross Interest Expense,61.5M,56.1M,65.1M,69.2M,75.8M
Interest Capitalized,1.9M,2.2M,3M,3.2M,2.6M
Pretax Income,605.7M,782.3M,(161M),576.5M,1.09B
Pretax Income Growth,-,29.16%,-120.58%,458.07%,89.68%
Pretax Margin,-,-,-,-,11.36%
Income Tax,1.9M,63.7M,(111.8M),(55.9M),138.8M
Income Tax - Current Domestic,19.1M,13.1M,21.7M,(221.6M),163.4M
Income Tax - Current Foreign,1.8M,1.4M,1M,(200K),1.4M
Income Tax - Deferred Domestic,(19M),49.2M,(134.5M),165.9M,(26M)
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,603.8M,718.6M,(49.2M),632.4M,954.7M
Minority Interest Expense,-,-,-,-,-
Net Income,603.8M,718.6M,(49.2M),632.4M,954.7M
Net Income Growth,-,19.01%,-106.85%,"1,385.37%",50.96%
Net Margin Growth,-,-,-,-,9.91%
Extraordinaries & Discontinued Operations,(7.8M),(5.2M),(3.2M),(3.1M),-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(7.8M),(5.2M),(3.2M),(3.1M),(1.9M)
Net Income After Extraordinaries,596M,713.4M,(52.4M),629.3M,952.8M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,596M,713.4M,(52.4M),629.3M,952.8M
EPS (Basic),4.81,5.78,(0.43),4.83,7.46
EPS (Basic) Growth,-,20.18%,-107.39%,"1,229.92%",54.49%
Basic Shares Outstanding,124M,123.5M,122.7M,130.4M,127.8M
EPS (Diluted),4.73,5.69,(0.43),4.77,7.39
EPS (Diluted) Growth,-,20.27%,-107.51%,"1,217.93%",54.69%
Diluted Shares Outstanding,126M,125.4M,122.7M,131.8M,129M
EBITDA,1.1B,1.16B,807.3M,972.5M,1.53B
EBITDA Growth,-,5.72%,-30.51%,20.46%,57.28%
EBITDA Margin,-,-,-,-,15.88%
