Item,2018,2019,2020,2021,2022
Sales/Revenue,5.92B,6.15B,5.41B,5.73B,6.33B
Sales Growth,-,3.85%,-11.96%,5.93%,10.33%
Cost of Goods Sold (COGS) incl. D&A,2.23B,2.21B,1.79B,1.94B,2.11B
COGS Growth,-,-0.72%,-19.09%,8.27%,8.98%
COGS excluding D&A,2.03B,2.01B,1.55B,1.68B,1.86B
Depreciation & Amortization Expense,198M,197M,244M,259M,249M
Depreciation,145M,151M,205M,210M,203M
Amortization of Intangibles,53M,46M,39M,49M,46M
Gross Income,3.69B,3.94B,3.62B,3.8B,4.21B
Gross Income Growth,-,6.61%,-7.95%,4.78%,11.01%
Gross Profit Margin,-,-,-,-,66.62%
SG&A Expense,2.75B,2.75B,2.69B,2.87B,3B
SGA Growth,-,0.00%,-2.18%,6.58%,4.71%
Research & Development,783M,827M,847M,881M,881M
Other SG&A,1.97B,1.93B,1.85B,1.99B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,9M,20M,34M,57M,137M
EBIT after Unusual Expense,(9M),1.16B,897M,870M,1.07B
Non Operating Income/Expense,251M,74M,54M,157M,88M
Non-Operating Interest Income,79M,88M,48M,9M,7M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,62M,58M,55M,74M,73M
Interest Expense Growth,-,-6.45%,-5.17%,34.55%,-1.35%
Gross Interest Expense,62M,58M,55M,74M,73M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.2B,1.27B,944M,962M,1.1B
Pretax Income Growth,-,5.75%,-25.55%,1.91%,13.83%
Pretax Margin,-,-,-,-,17.31%
Income Tax,1.08B,99M,125M,232M,158M
Income Tax - Current Domestic,774M,53M,92M,104M,242M
Income Tax - Current Foreign,39M,49M,50M,134M,60M
Income Tax - Deferred Domestic,266M,29M,(32M),8M,(152M)
Income Tax - Deferred Foreign,4M,(32M),15M,(14M),8M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,116M,1.17B,819M,730M,937M
Minority Interest Expense,-,-,-,-,-
Net Income,116M,1.17B,819M,730M,937M
Net Income Growth,-,907.76%,-29.94%,-10.87%,28.36%
Net Margin Growth,-,-,-,-,14.81%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,116M,1.17B,819M,730M,937M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,116M,1.17B,819M,730M,937M
EPS (Basic),0.43,4.6,3.56,3.29,4.2
EPS (Basic) Growth,-,963.40%,-22.63%,-7.66%,27.78%
Basic Shares Outstanding,268M,254M,230M,222M,223M
EPS (Diluted),0.42,4.51,3.52,3.23,4.09
EPS (Diluted) Growth,-,973.88%,-22.12%,-8.11%,26.67%
Diluted Shares Outstanding,276M,259M,233M,226M,229M
EBITDA,1.14B,1.38B,1.18B,1.19B,1.46B
EBITDA Growth,-,21.35%,-14.92%,0.94%,23.02%
EBITDA Margin,-,-,-,-,23.07%
