Item,2018,2019,2020,2021,2022
Sales/Revenue,13.33B,14.18B,14.59B,15.01B,16.5B
Sales Growth,-,6.36%,2.92%,2.85%,9.95%
Cost of Goods Sold (COGS) incl. D&A,7.28B,7.55B,7.88B,8.03B,8.77B
COGS Growth,-,3.80%,4.36%,1.87%,9.17%
COGS excluding D&A,6.9B,7.15B,7.4B,7.52B,8.25B
Depreciation & Amortization Expense,377.6M,409M,480M,510.7M,515.1M
Depreciation,173.1M,180.6M,192.8M,183.3M,171M
Amortization of Intangibles,204.5M,228.4M,287.2M,327.4M,344.1M
Gross Income,6.05B,6.62B,6.71B,6.97B,7.73B
Gross Income Growth,-,9.44%,1.29%,4.00%,10.85%
Gross Profit Margin,-,-,-,-,46.86%
SG&A Expense,3.47B,3.62B,3.56B,3.65B,3.93B
SGA Growth,-,4.16%,-1.43%,2.40%,7.62%
Research & Development,635.4M,636.3M,674.1M,716.6M,798.6M
Other SG&A,2.84B,2.98B,2.89B,2.93B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,340.1M,(7.7M),29.9M,19.9M,23M
EBIT after Unusual Expense,(340.1M),3.01B,3.11B,3.3B,3.78B
Non Operating Income/Expense,64M,25.6M,93.4M,79.7M,69.2M
Non-Operating Interest Income,83.5M,97.6M,84.5M,36.5M,41M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,102.7M,129.9M,107.1M,59.7M,86.3M
Interest Expense Growth,-,26.48%,-17.55%,-44.26%,44.56%
Gross Interest Expense,102.7M,129.9M,107.1M,59.7M,86.3M
Interest Capitalized,-,-,-,-,-
Pretax Income,2.28B,3.01B,3.18B,3.36B,3.8B
Pretax Income Growth,-,31.67%,5.89%,5.61%,13.18%
Pretax Margin,-,-,-,-,23.06%
Income Tax,397.7M,712.8M,716.1M,762.7M,855.2M
Income Tax - Current Domestic,444.2M,574.4M,570.6M,891.9M,721.1M
Income Tax - Current Foreign,105.5M,129.1M,119.5M,121.9M,97.5M
Income Tax - Deferred Domestic,(178.1M),(3.5M),31.4M,(232M),49.5M
Income Tax - Deferred Foreign,26.1M,12.8M,(5.4M),(19.1M),(12.9M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.88B,2.29B,2.47B,2.6B,2.95B
Minority Interest Expense,-,-,-,-,-
Net Income,1.88B,2.29B,2.47B,2.6B,2.95B
Net Income Growth,-,21.64%,7.58%,5.35%,13.48%
Net Margin Growth,-,-,-,-,17.87%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.88B,2.29B,2.47B,2.6B,2.95B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.88B,2.29B,2.47B,2.6B,2.95B
EPS (Basic),4.28,5.27,5.73,6.1,7.04
EPS (Basic) Growth,-,23.13%,8.64%,6.46%,15.52%
Basic Shares Outstanding,440.6M,435M,430.8M,426.3M,418.8M
EPS (Diluted),4.25,5.24,5.7,6.07,7
EPS (Diluted) Growth,-,23.29%,8.78%,6.48%,15.37%
Diluted Shares Outstanding,443.3M,437.6M,432.7M,428.1M,421.1M
EBITDA,2.96B,3.41B,3.62B,3.84B,4.32B
EBITDA Growth,-,15.50%,6.10%,5.90%,12.59%
EBITDA Margin,-,-,-,-,26.17%
