Item,2017,2018,2019,2020,2021
Sales/Revenue,10.04B,10.04B,10.3B,10.15B,11.3B
Sales Growth,-,-0.04%,2.59%,-1.42%,11.24%
Cost of Goods Sold (COGS) incl. D&A,7.33B,7.23B,7.39B,7.27B,8.01B
COGS Growth,-,-1.35%,2.22%,-1.61%,10.12%
COGS excluding D&A,6.21B,6.11B,6.27B,6.11B,6.74B
Depreciation & Amortization Expense,1.12B,1.11B,1.12B,1.16B,1.27B
Depreciation,1.05B,1.06B,1.07B,1.1B,1.19B
Amortization of Intangibles,71M,56.4M,54.7M,60M,73.8M
Gross Income,2.72B,2.81B,2.91B,2.88B,3.29B
Gross Income Growth,-,3.48%,3.51%,-0.92%,14.07%
Gross Profit Margin,-,-,-,-,29.12%
SG&A Expense,1.06B,1.05B,1.08B,1.05B,1.2B
SGA Growth,-,-0.94%,2.72%,-2.14%,13.56%
Research & Development,-,-,-,-,-
Other SG&A,1.06B,1.05B,1.08B,1.05B,-
Other Operating Expense,1.2M,-,-,34.5M,-
Unusual Expense,4.3M,79.1M,61.1M,107.2M,21.4M
EBIT after Unusual Expense,1.65B,1.68B,1.77B,1.69B,2.07B
Non Operating Income/Expense,18.5M,55.7M,19.1M,(81.5M),(7.2M)
Non-Operating Interest Income,1M,1.6M,6.4M,5.2M,2.5M
Equity in Affiliates (Pretax),(27.4M),(35.8M),(112.2M),(118.2M),(188.5M)
Interest Expense,364M,385.4M,390.6M,351.6M,303.6M
Interest Expense Growth,-,5.88%,1.35%,-9.98%,-13.65%
Gross Interest Expense,370.5M,392.2M,397.8M,357.8M,308.6M
Interest Capitalized,6.5M,6.8M,7.2M,6.2M,5M
Pretax Income,1.28B,1.32B,1.3B,1.14B,1.58B
Pretax Income Growth,-,3.03%,-1.90%,-11.82%,37.84%
Pretax Margin,-,-,-,-,13.95%
Income Tax,3.1M,283.3M,222M,173.1M,282.8M
Income Tax - Current Domestic,372.5M,135.7M,55.9M,112.3M,298.3M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,(369.4M),147.6M,166.1M,60.8M,(15.5M)
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,5K
Consolidated Net Income,1.28B,1.04B,1.07B,969.6M,1.29B
Minority Interest Expense,600K,700K,500K,2.4M,1.9M
Net Income,1.28B,1.04B,1.07B,967.2M,1.29B
Net Income Growth,-,-18.89%,3.51%,-9.89%,33.42%
Net Margin Growth,-,-,-,-,11.42%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.28B,1.04B,1.07B,967.2M,1.29B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.28B,1.04B,1.07B,967.2M,1.29B
EPS (Basic),3.79,3.17,3.34,3.03,4.05
EPS (Basic) Growth,-,-16.36%,5.44%,-9.37%,33.61%
Basic Shares Outstanding,337.05M,326.9M,321.1M,319.28M,318.81M
EPS (Diluted),3.77,3.16,3.33,3.02,4.04
EPS (Diluted) Growth,-,-16.18%,5.48%,-9.28%,33.59%
Diluted Shares Outstanding,338.98M,328.4M,322M,319.84M,319.43M
EBITDA,2.77B,2.88B,2.96B,2.95B,3.36B
EBITDA Growth,-,3.73%,2.73%,-0.06%,13.76%
EBITDA Margin,-,-,-,-,29.76%
