Item,2017,2018,2019,2020,2021
Sales/Revenue,9.51B,10.12B,9.25B,8.46B,10.48B
Sales Growth,-,6.39%,-8.64%,-8.47%,23.85%
Cost of Goods Sold (COGS) incl. D&A,7.03B,7.69B,7B,6.46B,7.97B
COGS Growth,-,9.42%,-9.02%,-7.72%,23.32%
COGS excluding D&A,6.45B,7.09B,6.39B,5.89B,7.43B
Depreciation & Amortization Expense,584M,601M,610M,574M,538M
Depreciation,420M,437M,450M,446M,430M
Amortization of Intangibles,164M,164M,160M,128M,108M
Gross Income,2.48B,2.43B,2.25B,2.01B,2.52B
Gross Income Growth,-,-2.17%,-7.45%,-10.81%,25.59%
Gross Profit Margin,-,-,-,-,24.02%
SG&A Expense,956M,956M,925M,880M,1.05B
SGA Growth,-,0.00%,-3.24%,-4.86%,19.20%
Research & Development,227M,235M,234M,226M,254M
Other SG&A,729M,721M,691M,654M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,115M,(18M),128M,237M,52M
EBIT after Unusual Expense,(115M),1.49B,1.2B,888M,1.42B
Non Operating Income/Expense,101M,32M,(91M),(172M),(162M)
Non-Operating Interest Income,3M,3M,3M,4M,3M
Equity in Affiliates (Pretax),12M,17M,10M,15M,16M
Interest Expense,239M,233M,215M,205M,192M
Interest Expense Growth,-,-2.51%,-7.73%,-4.65%,-6.34%
Gross Interest Expense,246M,237M,219M,209M,197M
Interest Capitalized,7M,4M,4M,4M,5M
Pretax Income,1.29B,1.31B,902M,530M,1.08B
Pretax Income Growth,-,1.63%,-31.15%,-41.24%,104.15%
Pretax Margin,-,-,-,-,10.32%
Income Tax,(99M),226M,140M,41M,215M
Income Tax - Current Domestic,233M,191M,55M,75M,138M
Income Tax - Current Foreign,62M,86M,62M,77M,115M
Income Tax - Deferred Domestic,(396M),(29M),55M,(97M),4M
Income Tax - Deferred Foreign,2M,(22M),(32M),(14M),(42M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.39B,1.08B,762M,489M,867M
Minority Interest Expense,4M,4M,3M,11M,10M
Net Income,1.38B,1.08B,759M,478M,857M
Net Income Growth,-,-21.97%,-29.72%,-37.02%,79.29%
Net Margin Growth,-,-,-,-,8.18%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.38B,1.08B,759M,478M,857M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.38B,1.08B,759M,478M,857M
EPS (Basic),9.56,7.65,5.52,3.53,6.35
EPS (Basic) Growth,-,-19.98%,-27.78%,-36.14%,80.08%
Basic Shares Outstanding,144.8M,141.2M,137.4M,135.5M,134.9M
EPS (Diluted),9.47,7.56,5.48,3.5,6.25
EPS (Diluted) Growth,-,-20.22%,-27.49%,-36.10%,78.51%
Diluted Shares Outstanding,146.1M,142.9M,138.5M,136.5M,137.1M
EBITDA,2.11B,2.07B,1.93B,1.7B,2.01B
EBITDA Growth,-,-1.75%,-6.80%,-12.11%,18.13%
EBITDA Margin,-,-,-,-,19.15%
