Item,2017,2018,2019,2020,2021
Sales/Revenue,40.52B,41.81B,36.71B,32.64B,34.39B
Sales Growth,-,3.19%,-12.21%,-11.08%,5.35%
Cost of Goods Sold (COGS) incl. D&A,25.6B,26.4B,22.57B,20.49B,21.61B
COGS Growth,-,3.10%,-14.49%,-9.25%,5.51%
COGS excluding D&A,24.49B,25.28B,21.49B,19.48B,20.39B
Depreciation & Amortization Expense,1.12B,1.12B,1.09B,1B,1.22B
Depreciation,717M,721M,673M,644M,674M
Amortization of Intangibles,398M,395M,415M,358M,549M
Gross Income,14.92B,15.41B,14.13B,12.15B,12.77B
Gross Income Growth,-,3.35%,-8.31%,-14.00%,5.09%
Gross Profit Margin,-,-,-,-,37.14%
SG&A Expense,7.76B,7.62B,6.81B,5.86B,6.03B
SGA Growth,-,-1.85%,-10.67%,-13.84%,2.80%
Research & Development,1.84B,1.81B,1.56B,1.33B,1.33B
Other SG&A,5.93B,5.81B,5.25B,4.53B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,1.23B,1.04B,313M,1.01B,729M
EBIT after Unusual Expense,(1.23B),6.76B,7.01B,5.28B,6.02B
Non Operating Income/Expense,1.12B,795M,665M,921M,1.39B
Non-Operating Interest Income,151M,217M,255M,107M,102M
Equity in Affiliates (Pretax),39M,50M,52M,66M,67M
Interest Expense,287M,330M,427M,359M,343M
Interest Expense Growth,-,14.98%,29.39%,-15.93%,-4.46%
Gross Interest Expense,287M,330M,427M,359M,343M
Interest Capitalized,-,-,-,-,-
Pretax Income,6.95B,7.49B,7.56B,6.01B,7.24B
Pretax Income Growth,-,7.73%,0.96%,-20.47%,20.34%
Pretax Margin,-,-,-,-,21.04%
Income Tax,5.36B,659M,1.33B,1.15B,1.63B
Income Tax - Current Domestic,2.12B,68M,51M,554M,561M
Income Tax - Current Foreign,787M,1.18B,1.1B,768M,886M
Income Tax - Deferred Domestic,329M,404M,395M,273M,210M
Income Tax - Deferred Foreign,2.12B,(990M),(216M),(448M),(32M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.59B,6.83B,6.23B,4.87B,5.61B
Minority Interest Expense,43M,63M,87M,86M,68M
Net Income,1.55B,6.77B,6.14B,4.78B,5.54B
Net Income Growth,-,337.86%,-9.19%,-22.20%,15.97%
Net Margin Growth,-,-,-,-,16.12%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.55B,6.77B,6.14B,4.78B,5.54B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.55B,6.77B,6.14B,4.78B,5.54B
EPS (Basic),2.03,9.1,8.52,6.79,8.01
EPS (Basic) Growth,-,348.28%,-6.37%,-20.34%,17.94%
Basic Shares Outstanding,762.1M,743M,721M,704.1M,692.3M
EPS (Diluted),2,8.98,8.41,6.72,7.91
EPS (Diluted) Growth,-,349.00%,-6.33%,-20.12%,17.75%
Diluted Shares Outstanding,772.1M,753M,730.3M,711.2M,700.4M
EBITDA,8.27B,8.91B,8.42B,7.29B,7.97B
EBITDA Growth,-,7.79%,-5.57%,-13.35%,9.27%
EBITDA Margin,-,-,-,-,23.17%
