Item,2017,2018,2019,2020,2021
Sales/Revenue,11.2B,10.08B,10.81B,11.35B,13.06B
Sales Growth,-,-10.01%,7.27%,5.02%,15.04%
Cost of Goods Sold (COGS) incl. D&A,8.47B,7.85B,7.57B,8.08B,9.42B
COGS Growth,-,-7.37%,-3.56%,6.69%,16.62%
COGS excluding D&A,6.98B,6.36B,6B,6.41B,7.56B
Depreciation & Amortization Expense,1.49B,1.49B,1.57B,1.67B,1.86B
Depreciation,1.42B,1.47B,1.55B,1.65B,1.83B
Amortization of Intangibles,68M,21M,18M,20M,22M
Gross Income,2.73B,2.23B,3.24B,3.28B,3.64B
Gross Income Growth,-,-18.23%,45.40%,1.14%,11.17%
Gross Profit Margin,-,-,-,-,27.90%
SG&A Expense,436M,472M,496M,543M,596M
SGA Growth,-,8.26%,5.08%,9.48%,9.76%
Research & Development,-,-,-,-,-
Other SG&A,436M,472M,496M,543M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,305M,805M,129M,277M,1.82B
EBIT after Unusual Expense,(305M),(805M),2.62B,2.46B,1.23B
Non Operating Income/Expense,175M,563M,105M,6M,109M
Non-Operating Interest Income,46M,85M,87M,96M,69M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,655M,886M,1.07B,1.07B,1.19B
Interest Expense Growth,-,35.27%,21.22%,-0.28%,10.74%
Gross Interest Expense,911M,1.08B,1.26B,1.27B,1.4B
Interest Capitalized,256M,193M,183M,202M,217M
Pretax Income,1.55B,714M,1.73B,1.49B,219M
Pretax Income Growth,-,-53.97%,142.86%,-14.13%,-85.29%
Pretax Margin,-,-,-,-,1.68%
Income Tax,1.28B,(49M),315M,249M,99M
Income Tax - Current Domestic,-,62M,(17M),(22M),(7M)
Income Tax - Current Foreign,116M,127M,140M,112M,183M
Income Tax - Deferred Domestic,833M,(304M),108M,193M,(46M)
Income Tax - Deferred Foreign,327M,66M,84M,(34M),(31M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,76M,175M,580M,1.02B,1.34B
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,351M,938M,2B,2.26B,1.46B
Minority Interest Expense,94M,76M,164M,172M,145M
Net Income,257M,862M,1.84B,2.08B,1.32B
Net Income Growth,-,235.41%,112.88%,13.51%,-36.73%
Net Margin Growth,-,-,-,-,10.09%
Extraordinaries & Discontinued Operations,-,188M,363M,1.85B,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,188M,363M,1.85B,-
Net Income After Extraordinaries,257M,1.05B,2.2B,3.93B,1.32B
Preferred Dividends,1M,126M,143M,169M,64M
Net Income Available to Common,256M,924M,2.06B,3.76B,1.25B
EPS (Basic),1.02,3.45,7.39,12.93,4.02
EPS (Basic) Growth,-,237.92%,114.54%,74.87%,-68.89%
Basic Shares Outstanding,251.55M,268.07M,277.9M,291.08M,311.76M
EPS (Diluted),1.01,3.42,7.29,12.88,4.01
EPS (Diluted) Growth,-,239.02%,112.80%,76.76%,-68.90%
Diluted Shares Outstanding,252.3M,269.85M,282.03M,292.25M,313.04M
EBITDA,3.78B,3.25B,4.31B,4.4B,4.9B
EBITDA Growth,-,-14.07%,32.82%,2.02%,11.41%
EBITDA Margin,-,-,-,-,37.54%
