Item,2017,2018,2019,2020,2021
Sales/Revenue,10.41B,10.77B,11.38B,11.56B,12.64B
Sales Growth,-,3.51%,5.63%,1.59%,9.37%
Cost of Goods Sold (COGS) incl. D&A,9.13B,9.54B,10.06B,10.2B,11.26B
COGS Growth,-,4.55%,5.45%,1.36%,10.42%
COGS excluding D&A,8.68B,9.09B,9.57B,9.69B,10.73B
Depreciation & Amortization Expense,447.77M,453.05M,490.39M,510.49M,533.21M
Depreciation,388.4M,410M,455.6M,478.8M,501.6M
Amortization of Intangibles,59.37M,43.05M,34.79M,31.69M,31.61M
Gross Income,1.28B,1.23B,1.31B,1.36B,1.38B
Gross Income Growth,-,-3.94%,7.03%,3.31%,1.51%
Gross Profit Margin,-,-,-,-,10.90%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,52.04M,97.63M,(1.37M),31.22M
EBIT after Unusual Expense,-,1.18B,1.22B,1.36B,1.35B
Non Operating Income/Expense,(2.4M),19.55M,15.46M,(1.09M),24.52M
Non-Operating Interest Income,81K,1.53M,469K,2.8M,1.6M
Equity in Affiliates (Pretax),2.6M,1.4M,1.1M,1.1M,6.2M
Interest Expense,142.85M,163.21M,166.6M,109.09M,85.27M
Interest Expense Growth,-,14.26%,2.08%,-34.52%,-21.84%
Gross Interest Expense,143.87M,165.48M,169.97M,113.35M,89.68M
Interest Capitalized,1.02M,2.27M,3.37M,4.26M,4.41M
Pretax Income,1.14B,1.03B,1.07B,1.25B,1.29B
Pretax Income Growth,-,-8.85%,3.08%,17.42%,3.29%
Pretax Margin,-,-,-,-,10.23%
Income Tax,363.7M,236.64M,238.79M,299.29M,305.68M
Income Tax - Current Domestic,389.85M,233.42M,265.82M,312.31M,321.46M
Income Tax - Current Foreign,10.63M,13.7M,9.28M,13.98M,13.75M
Income Tax - Deferred Domestic,(36.81M),(9.81M),(38.18M),(24.5M),(31.06M)
Income Tax - Deferred Foreign,24K,(666K),1.87M,(2.5M),1.52M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(362K),(1.09M),(2.03M),(2.98M),(2.06M)
Consolidated Net Income,770.95M,796.79M,825.52M,949.81M,985.57M
Minority Interest Expense,19.01M,18.18M,12.69M,8.84M,(3.96M)
Net Income,751.94M,778.61M,812.83M,940.97M,989.53M
Net Income Growth,-,3.55%,4.39%,15.77%,5.16%
Net Margin Growth,-,-,-,-,7.83%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,751.94M,778.61M,812.83M,940.97M,989.53M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,751.94M,778.61M,812.83M,940.97M,989.53M
EPS (Basic),7.86,8.35,9.16,11.1,11.99
EPS (Basic) Growth,-,6.18%,9.70%,21.19%,8.06%
Basic Shares Outstanding,95.65M,93.28M,88.76M,85.06M,82.52M
EPS (Diluted),7.81,8.31,9.13,11.03,11.82
EPS (Diluted) Growth,-,6.39%,9.92%,20.82%,7.20%
Diluted Shares Outstanding,96.33M,93.75M,89.04M,85.59M,83.69M
EBITDA,1.73B,1.68B,1.8B,1.87B,1.91B
EBITDA Growth,-,-2.61%,7.35%,3.52%,2.31%
EBITDA Margin,-,-,-,-,15.11%
