Item,2017,2018,2019,2020,2021
Sales/Revenue,1.45B,1.81B,2.04B,2.21B,2.69B
Sales Growth,-,24.70%,13.08%,8.01%,22.08%
Cost of Goods Sold (COGS) incl. D&A,833M,996.1M,1.17B,1.22B,1.37B
COGS Growth,-,19.58%,16.99%,4.88%,12.13%
COGS excluding D&A,776M,917.5M,1.08B,1.12B,1.25B
Depreciation & Amortization Expense,57M,78.6M,84.9M,101.39M,121.97M
Depreciation,50.2M,64.6M,74.4M,92.49M,115.07M
Amortization of Intangibles,6.8M,14M,10.5M,8.9M,6.9M
Gross Income,614.98M,809.6M,876.61M,983.41M,1.32B
Gross Income Growth,-,31.65%,8.28%,12.18%,34.43%
Gross Profit Margin,-,-,-,-,49.10%
SG&A Expense,132.42M,155.52M,160.14M,167.31M,185.61M
SGA Growth,-,17.45%,2.97%,4.48%,10.94%
Research & Development,-,-,-,-,-
Other SG&A,132.42M,155.52M,160.14M,167.31M,185.61M
Other Operating Expense,-,-,-,-,-
Unusual Expense,21.27M,69.73M,-,-,-
EBIT after Unusual Expense,461.3M,584.35M,-,-,-
Non Operating Income/Expense,1.17M,(2.76M),6.06M,3.61M,5.67M
Non-Operating Interest Income,1.41M,1.29M,2.23M,1.36M,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,23.78M,20.37M,19.81M,20.23M,20.25M
Interest Expense Growth,-,-14.34%,-2.74%,2.12%,0.08%
Gross Interest Expense,23.78M,20.37M,19.81M,20.23M,20.25M
Interest Capitalized,-,-,-,-,-
Pretax Income,440.1M,562.51M,704.95M,800.84M,1.12B
Pretax Income Growth,-,27.81%,25.32%,13.60%,40.08%
Pretax Margin,-,-,-,-,41.67%
Income Tax,45.84M,144.5M,113.26M,100.93M,185.35M
Income Tax - Current Domestic,14.41M,118.9M,72.57M,66.04M,169.52M
Income Tax - Current Foreign,11.47M,8.82M,28.48M,13.33M,23.58M
Income Tax - Deferred Domestic,20.59M,16.98M,12.51M,21.58M,(7.75M)
Income Tax - Deferred Foreign,(633K),(203K),(299K),(22K),6K
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,394.26M,418.01M,591.69M,699.91M,936.5M
Minority Interest Expense,34K,140K,-,-,-
Net Income,394.23M,417.87M,591.69M,699.91M,936.5M
Net Income Growth,-,6.00%,41.60%,18.29%,33.80%
Net Margin Growth,-,-,-,-,34.78%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,394.23M,417.87M,591.69M,699.91M,936.5M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,394.23M,417.87M,591.69M,699.91M,936.5M
EPS (Basic),1.72,1.8,2.57,3,3.96
EPS (Basic) Growth,-,4.58%,42.40%,16.91%,32.08%
Basic Shares Outstanding,228.69M,231.79M,230.49M,233.2M,236.25M
EPS (Diluted),1.66,1.73,2.46,2.93,3.9
EPS (Diluted) Growth,-,3.87%,42.43%,19.18%,32.89%
Diluted Shares Outstanding,237.02M,241.88M,240.45M,238.66M,240.29M
EBITDA,539.56M,732.67M,801.37M,917.49M,1.26B
EBITDA Growth,-,35.79%,9.38%,14.49%,37.16%
EBITDA Margin,-,-,-,-,46.74%
