Item,2017,2018,2019,2020,2021
Sales/Revenue,94.01B,101.13B,76.56B,58.16B,62.29B
Sales Growth,-,7.58%,-24.29%,-24.03%,7.09%
Cost of Goods Sold (COGS) incl. D&A,76.61B,81.49B,72.07B,57.15B,55.8B
COGS Growth,-,6.37%,-11.56%,-20.70%,-2.35%
COGS excluding D&A,74.57B,79.38B,69.8B,54.9B,53.66B
Depreciation & Amortization Expense,2.05B,2.11B,2.27B,2.25B,2.14B
Depreciation,1.81B,1.84B,1.94B,1.93B,1.86B
Amortization of Intangibles,240M,272M,331M,317M,284M
Gross Income,17.39B,19.64B,4.49B,1.01B,6.48B
Gross Income Growth,-,12.90%,-77.13%,-77.44%,539.88%
Gross Profit Margin,-,-,-,-,10.41%
SG&A Expense,7.27B,7.84B,6.43B,7.29B,6.42B
SGA Growth,-,7.73%,-17.98%,13.37%,-11.90%
Research & Development,3.18B,3.27B,3.22B,2.48B,2.25B
Other SG&A,4.1B,4.57B,3.21B,4.81B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(3M),-,802M,6.9B,3.56B
EBIT after Unusual Expense,3M,-,(2.74B),(13.18B),(3.5B)
Non Operating Income/Expense,141M,167M,1.21B,847M,934M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),204M,111M,(4M),9M,210M
Interest Expense,360M,475M,722M,2.16B,2.68B
Interest Expense Growth,-,31.94%,52.00%,198.61%,24.40%
Gross Interest Expense,470M,556M,805M,2.24B,2.76B
Interest Capitalized,110M,81M,83M,81M,76M
Pretax Income,10.11B,11.6B,(2.26B),(14.48B),(5.03B)
Pretax Income Growth,-,14.81%,-119.47%,-540.81%,65.23%
Pretax Margin,-,-,-,-,-8.08%
Income Tax,1.65B,1.14B,(1.62B),(2.54B),(743M)
Income Tax - Current Domestic,1.3B,1.97B,(469M),(3.95B),(47M)
Income Tax - Current Foreign,149M,169M,169M,148M,147M
Income Tax - Deferred Domestic,198M,(991M),(1.32B),1.26B,(831M)
Income Tax - Deferred Foreign,3M,(4M),(3M),-,(12M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(6M),(7M),-,-,-
Consolidated Net Income,8.45B,10.45B,(636M),(11.94B),(4.29B)
Minority Interest Expense,-,-,-,(68M),(88M)
Net Income,8.45B,10.45B,(636M),(11.87B),(4.2B)
Net Income Growth,-,23.67%,-106.08%,"-1,766.82%",64.61%
Net Margin Growth,-,-,-,-,-6.75%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,8.45B,10.45B,(636M),(11.87B),(4.2B)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,8.45B,10.45B,(636M),(11.87B),(4.2B)
EPS (Basic),14.03,18.05,(1.12),(20.88),(7.15)
EPS (Basic) Growth,-,28.65%,-106.23%,"-1,756.26%",65.75%
Basic Shares Outstanding,602.5M,579.2M,565.4M,568.6M,587.6M
EPS (Diluted),13.85,17.85,(1.12),(20.88),(7.15)
EPS (Diluted) Growth,-,28.88%,-106.30%,"-1,756.26%",65.75%
Diluted Shares Outstanding,610M,585.5M,565.4M,568.6M,587.6M
EBITDA,12.17B,13.92B,335M,(4.03B),2.21B
EBITDA Growth,-,14.38%,-97.59%,"-1,302.09%",154.81%
EBITDA Margin,-,-,-,-,3.54%
