Item,2017,2018,2019,2020,2021
Sales/Revenue,10.51B,10.74B,10.19B,9.66B,11.14B
Sales Growth,-,2.26%,-5.14%,-5.19%,15.33%
Cost of Goods Sold (COGS) incl. D&A,8.05B,8.16B,7.83B,6.97B,8.43B
COGS Growth,-,1.32%,-4.07%,-11.00%,20.98%
COGS excluding D&A,6.89B,7.16B,6.78B,5.9B,7.37B
Depreciation & Amortization Expense,1.17B,1B,1.05B,1.07B,1.06B
Depreciation,1.14B,956M,1B,1.01B,987M
Amortization of Intangibles,34M,47M,45M,54M,69M
Gross Income,2.45B,2.58B,2.36B,2.69B,2.71B
Gross Income Growth,-,5.34%,-8.52%,14.06%,0.71%
Gross Profit Margin,-,-,-,-,24.35%
SG&A Expense,215M,192M,196M,165M,166M
SGA Growth,-,-10.70%,2.08%,-15.82%,0.61%
Research & Development,-,-,-,-,-
Other SG&A,215M,192M,196M,165M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,587M,364M,236M,1.27B,1.31B
EBIT after Unusual Expense,1.65B,2.03B,1.93B,1.26B,1.24B
Non Operating Income/Expense,(31M),689M,(223M),(65M),(1.77B)
Non-Operating Interest Income,244M,310M,318M,268M,298M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,1.09B,1.01B,1.02B,978M,826M
Interest Expense Growth,-,-7.70%,1.69%,-4.49%,-15.54%
Gross Interest Expense,1.23B,1.21B,1.26B,1.29B,1.05B
Interest Capitalized,139M,199M,238M,307M,226M
Pretax Income,771M,2.02B,1B,488M,(1.06B)
Pretax Income Growth,-,161.74%,-50.40%,-51.25%,-318.03%
Pretax Margin,-,-,-,-,-9.55%
Income Tax,990M,708M,352M,216M,(133M)
Income Tax - Current Domestic,-,9M,(8M),(8M),(1M)
Income Tax - Current Foreign,335M,378M,368M,458M,273M
Income Tax - Deferred Domestic,546M,191M,(4M),(15M),60M
Income Tax - Deferred Foreign,109M,130M,(4M),(219M),(465M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,71M,39M,(172M),(123M),(24M)
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(148M),1.35B,477M,149M,(955M)
Minority Interest Expense,359M,364M,175M,106M,(542M)
Net Income,(507M),985M,302M,43M,(413M)
Net Income Growth,-,294.28%,-69.34%,-85.76%,"-1,060.47%"
Net Margin Growth,-,-,-,-,-3.71%
Extraordinaries & Discontinued Operations,(654M),218M,1M,3M,-
Extra Items & Gain/Loss Sale Of Assets,(611M),199M,1M,3M,4M
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(43M),19M,-,-,-
Net Income After Extraordinaries,(1.16B),1.2B,303M,46M,(409M)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(550M),1B,302M,43M,(413M)
EPS (Basic),(0.83),1.52,0.45,0.06,(0.62)
EPS (Basic) Growth,-,282.00%,-70.01%,-85.77%,"-1,058.42%"
Basic Shares Outstanding,660M,662M,664M,665M,666M
EPS (Diluted),(0.83),1.51,0.45,0.06,(0.62)
EPS (Diluted) Growth,-,281.18%,-70.01%,-85.78%,"-1,062.89%"
Diluted Shares Outstanding,660M,665M,667M,668M,666M
EBITDA,3.41B,3.39B,3.21B,3.6B,3.6B
EBITDA Growth,-,-0.35%,-5.36%,12.02%,0.17%
EBITDA Margin,-,-,-,-,32.34%
