Item,2018,2019,2020,2021,2022
Sales/Revenue,15.74B,16.87B,17.63B,18.13B,18.99B
Sales Growth,-,7.15%,4.51%,2.84%,4.78%
Cost of Goods Sold (COGS) incl. D&A,10.3B,11.04B,11.38B,11.82B,12.71B
COGS Growth,-,7.23%,3.06%,3.91%,7.49%
COGS excluding D&A,9.68B,10.42B,10.78B,11.22B,12.14B
Depreciation & Amortization Expense,618.8M,620.1M,594.7M,601.3M,570.3M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,5.44B,5.82B,6.25B,6.3B,6.28B
Gross Income Growth,-,6.99%,7.28%,0.89%,-0.32%
Gross Profit Margin,-,-,-,-,33.08%
SG&A Expense,2.77B,2.91B,3.12B,3.07B,3.11B
SGA Growth,-,5.09%,7.21%,-1.47%,1.07%
Research & Development,219.1M,221.9M,224.4M,239.3M,243.1M
Other SG&A,2.55B,2.69B,2.9B,2.83B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,155.5M,364.2M,149.6M,21.9M,(105.4M)
EBIT after Unusual Expense,2.52B,2.55B,2.98B,3.21B,3.28B
Non Operating Income/Expense,3.8M,44.7M,76.6M,60.2M,300.1M
Non-Operating Interest Income,11.7M,5.6M,6M,7.4M,3.8M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,398.7M,518.2M,461M,418M,376.6M
Interest Expense Growth,-,29.97%,-11.04%,-9.33%,-9.90%
Gross Interest Expense,402.8M,521M,463.6M,421.2M,380.4M
Interest Capitalized,4.1M,2.8M,2.6M,3.2M,3.8M
Pretax Income,2.14B,2.08B,2.6B,2.86B,3.21B
Pretax Income Growth,-,-2.51%,24.89%,9.89%,12.33%
Pretax Margin,-,-,-,-,16.90%
Income Tax,57.3M,367.8M,480.5M,629.1M,586.3M
Income Tax - Current Domestic,476.4M,187.2M,436.3M,417.3M,445M
Income Tax - Current Foreign,85.2M,84.6M,73.8M,93M,79.1M
Income Tax - Deferred Domestic,(462.8M),108.3M,11.2M,131.5M,93.3M
Income Tax - Deferred Foreign,(41.5M),(12.3M),(40.8M),(12.7M),(31.1M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,84.7M,72M,91.1M,117.7M,111.7M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.16B,1.79B,2.21B,2.35B,2.74B
Minority Interest Expense,32M,33.5M,29.6M,6.2M,27.7M
Net Income,2.13B,1.75B,2.18B,2.34B,2.71B
Net Income Growth,-,-17.75%,24.45%,7.27%,15.71%
Net Margin Growth,-,-,-,-,14.25%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.13B,1.75B,2.18B,2.34B,2.71B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.13B,1.75B,2.18B,2.34B,2.71B
EPS (Basic),3.69,2.92,3.59,3.81,4.46
EPS (Basic) Growth,-,-20.87%,22.84%,6.22%,16.97%
Basic Shares Outstanding,576.8M,600.4M,608.1M,614.1M,607.5M
EPS (Diluted),3.64,2.9,3.56,3.78,4.42
EPS (Diluted) Growth,-,-20.33%,22.64%,6.27%,16.93%
Diluted Shares Outstanding,585.7M,605.4M,613.3M,619.1M,612.6M
EBITDA,3.29B,3.53B,3.72B,3.83B,3.75B
EBITDA Growth,-,7.32%,5.34%,2.90%,-2.19%
EBITDA Margin,-,-,-,-,19.73%
