Item,2017,2018,2019,2020,2021
Sales/Revenue,1.14B,1.24B,1.36B,1.41B,1.58B
Sales Growth,-,8.21%,9.69%,3.68%,12.00%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,78.76M,83.51M,99.78M,104.26M,66.26M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,582.58M,633.42M,704.08M,734.64M,771.66M
Total Interest Expense,149.76M,191.38M,203.3M,144.8M,130.42M
Depreciation & Amortization Expense,193.3M,209.05M,219.86M,224.44M,241.88M
Other Operating Expense,10.4M,13.92M,13.05M,16.32M,17.3M
Operating Income,561.81M,604.95M,654.27M,673.7M,805.71M
Operating Income Growth,-,7.68%,8.15%,2.97%,19.59%
Non-Operating Income (Expense),126M,58.81M,32.27M,28.83M,193.31M
Non-Operating Interest Income,6.74M,5.29M,7.47M,15.19M,49.7M
Miscellaneous Non Operating Expense,103.94M,39.07M,13.53M,(8.72M),111.25M
Equity in Affiliates (Pretax),15.33M,14.45M,11.27M,22.36M,32.36M
Unusual Expense,6.1M,(136K),-,-,-
Pretax Income,531.95M,472.51M,483.24M,557.74M,868.59M
Pretax Income Growth,-,-11.17%,2.27%,15.42%,55.73%
Pretax Margin,-,-,-,-,55.07%
Income Taxes,3.63M,9.24M,11.31M,13.81M,20.32M
Income Tax - Current Domestic,7.34M,11.56M,13.1M,18.9M,24.54M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,2.24M,3.7M,1.87M,655K,904K
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,5.96M,6.02M,3.66M,5.75M,5.12M
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(975K),(723K),(680K),(706K),(1.18M)
Consolidated Net Income,527.35M,462.54M,471.25M,543.22M,847.09M
Minority Interest Expense,35.21M,31.79M,31.16M,35.8M,50.11M
Net Income,492.14M,430.75M,440.09M,507.42M,796.98M
Net Income Growth,-,-12.47%,2.17%,15.30%,57.06%
Net Margin Growth,-,-,-,-,50.53%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,492.14M,430.75M,440.09M,507.42M,796.98M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,492.14M,430.75M,440.09M,507.42M,796.98M
EPS (Basic),3.79,3.29,3.27,3.71,6.2
EPS (Basic) Growth,-,-13.36%,-0.53%,13.55%,66.86%
Basic Shares Outstanding,125.97M,126.09M,128.2M,129.54M,133.37M
EPS (Diluted),3.76,3.27,3.24,3.71,6.19
EPS (Diluted) Growth,-,-13.05%,-1.15%,14.75%,66.85%
Diluted Shares Outstanding,134.16M,133.16M,136.43M,129.58M,140.02M
