Item,2017,2018,2019,2020,2021
Sales/Revenue,7.41B,9.59B,8.91B,8.68B,12.36B
Sales Growth,-,29.39%,-7.10%,-2.52%,42.34%
Cost of Goods Sold (COGS) incl. D&A,6.53B,8.09B,8.05B,7.56B,9.17B
COGS Growth,-,23.76%,-0.46%,-6.07%,21.31%
COGS excluding D&A,5.84B,7.15B,7.1B,6.64B,8.29B
Depreciation & Amortization Expense,691.2M,931.9M,945.1M,915.6M,884.8M
Depreciation,685.1M,926.2M,940M,914.4M,883.7M
Amortization of Intangibles,6.1M,5.7M,5.1M,1.2M,1.1M
Gross Income,875.8M,1.5B,857.6M,1.12B,3.19B
Gross Income Growth,-,71.39%,-42.86%,30.81%,184.07%
Gross Profit Margin,-,-,-,-,25.79%
SG&A Expense,275.3M,341.1M,354.1M,371.5M,430.5M
SGA Growth,-,23.90%,3.81%,4.91%,15.88%
Research & Development,-,-,-,-,-
Other SG&A,275.3M,341.1M,354.1M,371.5M,-
Other Operating Expense,-,(30M),-,-,-
Unusual Expense,59M,145.9M,2.11B,132M,221.2M
EBIT after Unusual Expense,541.5M,1.04B,(1.6B),618.3M,2.54B
Non Operating Income/Expense,(29.4M),(326.4M),532.7M,(256.8M),(141.1M)
Non-Operating Interest Income,33.2M,49.7M,33.1M,33.5M,25.2M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,171.3M,215.8M,218.7M,214.1M,194.3M
Interest Expense Growth,-,25.98%,1.34%,-2.10%,-9.25%
Gross Interest Expense,195.2M,237.9M,247.2M,247.4M,224.4M
Interest Capitalized,23.9M,22.1M,28.5M,33.3M,30.1M
Pretax Income,374M,551.5M,(1.26B),180.9M,2.22B
Pretax Income Growth,-,47.46%,-327.76%,114.40%,"1,129.85%"
Pretax Margin,-,-,-,-,18.00%
Income Tax,494.9M,77.1M,(224.7M),(578.5M),597.7M
Income Tax - Current Domestic,(152.7M),26.3M,(80.7M),(20.7M),(7.1M)
Income Tax - Current Foreign,31M,147.2M,119.1M,117.6M,496.9M
Income Tax - Deferred Domestic,562.4M,(95.2M),(201.5M),(79.6M),163.3M
Income Tax - Deferred Foreign,54.2M,(1.2M),(61.6M),(595.8M),(55.4M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,16.7M,(4.5M),(59.4M),(93.8M),7.8M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(104.2M),469.9M,(1.09B),665.6M,1.63B
Minority Interest Expense,3M,(100K),(23.4M),(500K),4.3M
Net Income,(107.2M),470M,(1.07B),666.1M,1.63B
Net Income Growth,-,538.43%,-327.11%,162.40%,144.80%
Net Margin Growth,-,-,-,-,13.20%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,(107.2M),470M,(1.07B),666.1M,1.63B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(107.2M),470M,(1.07B),666.1M,1.63B
EPS (Basic),(0.31),1.22,(2.78),1.76,4.31
EPS (Basic) Growth,-,494.00%,-327.70%,163.19%,145.38%
Basic Shares Outstanding,350.9M,384.8M,383.8M,379M,378.1M
EPS (Diluted),(0.31),1.22,(2.78),1.75,4.27
EPS (Diluted) Growth,-,492.39%,-328.63%,162.81%,144.61%
Diluted Shares Outstanding,350.9M,386.4M,383.8M,381.3M,381.6M
EBITDA,1.29B,2.12B,1.45B,1.67B,3.64B
EBITDA Growth,-,64.26%,-31.73%,15.00%,118.56%
EBITDA Margin,-,-,-,-,29.46%
