Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,2.41B,2.43B,3.65B,6.35B,7.21B
Net Income Growth,-,1.08%,49.90%,74.08%,13.58%
"Depreciation, Depletion & Amortization",1.18B,1.19B,1.78B,2.17B,2.22B
Depreciation and Depletion,562.1M,564.4M,637M,718M,738M
Amortization of Intangible Assets,615.6M,625.1M,1.14B,1.45B,1.48B
Deferred Taxes & Investment Tax Credit,(252.2M),(415.2M),518M,-,-
Deferred Taxes,(252.2M),(415.2M),518M,-,-
Investment Tax Credit,-,-,-,-,-
Other Funds,517.8M,453M,182M,501M,607M
Funds from Operations,3.85B,3.66B,6.12B,9.02B,10.04B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,172.4M,292M,87M,(658M),(1.52B)
Receivables,(54.5M),(156.4M),(264M),(611M),(477M)
Accounts Payable,229.6M,18.1M,227M,549M,5M
Other Assets/Liabilities,75.9M,47.7M,102M,(4M),(78M)
Net Operating Cash Flow,4.02B,3.95B,6.21B,8.36B,8.52B
Net Operating Cash Flow Growth,-,-1.75%,57.10%,34.63%,1.93%
Net Operating Cash Flow / Sales,23.59%,22.06%,27.86%,28.38%,27.07%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(583.5M),(635.5M),(791M),(1.29B),(1.15B)
Capital Expenditures Growth,-,-8.91%,-24.47%,-63.59%,10.97%
Capital Expenditures / Sales,-3.42%,-3.55%,-3.55%,-4.39%,-3.66%
Capital Expenditures (Fixed Assets),(583.5M),(635.5M),(791M),(1.29B),(1.15B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(2.17B),(331.3M),(20.97B),(10.96B),(637M)
Sale of Fixed Assets & Businesses,6.3M,12.8M,828M,39M,9M
Purchase/Sale of Investments,(123.7M),(241M),(329M),(808M),(505M)
Purchase of Investments,(145.9M),(241M),(342M),(934M),(523M)
Sale/Maturity of Investments,22.2M,-,13M,126M,18M
Other Uses,(75.5M),(72M),-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(2.95B),(1.24B),(21.24B),(12.99B),(2.23B)
Net Investing Cash Flow Growth,-,58.02%,"-1,615.45%",38.85%,82.80%
Net Investing Cash Flow / Sales,-17.30%,-6.91%,-95.31%,-44.09%,-7.10%
