Item,2018,2019,2020,2021,2022
Funds from Operations,28.57B,29.48B,28.45B,23.67B,23.44B
Funds from Operations Growth,-,3.16%,-3.49%,-16.79%,-0.99%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,11.08B,(21.28B),48.73B,(1.67B),(517M)
Net Operating Cash Flow,39.65B,8.2B,77.17B,22B,22.92B
Net Operating Cash Flow Growth,-,-79.33%,841.61%,-71.49%,4.19%
Net Operating Cash Flow / Interest Income,55.98%,10.71%,132.85%,43.58%,30.80%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(3.77B),(5.34B),(3.45B),(4.12B),(5.63B)
Capital Expenditures (Fixed Assets),(3.77B),(5.34B),(3.45B),(4.12B),(5.63B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,212M,259M,50M,190M,63M
Purchase/Sale of Investments,(49.07B),(19.03B),(206.77B),(79.85B),(69.23B)
Purchase of Investments,(228.66B),(294.62B),(477.29B),(391.73B),(302.04B)
Sale/Maturity of Investments,179.6B,275.59B,270.51B,311.89B,232.81B
Increase in Loans,(29B),(23.38B),-,(3.81B),(16.59B)
Decrease in Loans,5.63B,2.88B,16.95B,1.75B,14.87B
Other Uses,-,-,-,-,(791M)
Other Sources,181M,196M,116M,185M,-
Net Investing Cash Flow,(75.82B),(44.41B),(193.11B),(85.66B),(77.31B)
Net Investing Cash Flow Growth,-,41.43%,-334.86%,55.64%,9.75%
Net Investing Cash Flow / Interest Income,-107.04%,-58.04%,-332.43%,-169.70%,-103.90%
