Item,2017,2018,2019,2020,2021
Funds from Operations,861.53M,1.23B,1.37B,1.38B,1.64B
Funds from Operations Growth,-,43.27%,10.83%,0.73%,19.09%
Changes in Working Capital,(1.14B),(202.1M),(824M),2.58B,5.15B
Receivables,(104.7M),(605.55M),617M,78M,(510M)
Inventories,-,-,-,-,-
Accounts Payable,(1.13B),346M,(1.23B),2.49B,7.28B
Other Assets/Liabilities,(62.65M),(74.11M),(290M),(53M),(2.04B)
Net Operating Cash Flow,(279.07M),1.03B,544M,3.96B,6.8B
Net Operating Cash Flow Growth,-,469.89%,-47.30%,627.76%,71.63%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(189.99M),(133.59M),(138M),(124M),(74M)
Capital Expenditures Growth,-,29.69%,-3.30%,10.14%,40.32%
Capital Expenditures (Fixed Assets),(189.99M),(133.59M),(138M),(124M),(74M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(159.2M),(5M),(5M),(266M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(1.11B),(731.3M),(350M),(4.21B),(1.24B)
Purchase of Investments,(1.75B),(1.27B),(1.04B),(5.77B),(4.39B)
Sale/Maturity of Investments,637.68M,540.91M,685M,1.56B,3.15B
Other Uses,(3.04M),-,-,(54M),-
Other Sources,333.13M,218.6M,234M,634M,295M
Net Investing Cash Flow,(3.22B),(3.62B),(1.86B),(4.89B),(5.31B)
