Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,5.69B,7.88B,4.62B,11.55B,11.85B
Net Income Growth,-,38.60%,-41.36%,149.87%,2.56%
"Depreciation, Depletion & Amortization",1.77B,2.02B,6.47B,8.52B,8.47B
Depreciation and Depletion,471M,464M,666M,803M,778M
Amortization of Intangible Assets,1.29B,1.55B,5.81B,7.72B,7.69B
Deferred Taxes & Investment Tax Credit,-,-,(2.33B),(898M),(1.93B)
Deferred Taxes,-,-,(2.33B),(898M),(1.93B)
Investment Tax Credit,-,-,-,-,-
Other Funds,7.1B,4.75B,8.71B,4.93B,6.82B
Funds from Operations,14.55B,14.65B,17.48B,24.1B,25.2B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(1.13B),(1.33B),106M,(1.32B),(258M)
Receivables,(591M),(74M),(929M),(1.32B),(1.46B)
Accounts Payable,190M,(1.12B),1.51B,1.63B,1.61B
Other Assets/Liabilities,(499M),97M,(439M),(1.49B),278M
Net Operating Cash Flow,13.43B,13.32B,17.59B,22.78B,24.94B
Net Operating Cash Flow Growth,-,-0.77%,32.00%,29.50%,9.51%
Net Operating Cash Flow / Sales,40.99%,40.05%,38.40%,40.53%,42.97%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(638M),(552M),(2B),(787M),(695M)
Capital Expenditures Growth,-,13.48%,-261.96%,60.61%,11.69%
Capital Expenditures / Sales,-1.95%,-1.66%,-4.36%,-1.40%,-1.20%
Capital Expenditures (Fixed Assets),(638M),(552M),(798M),(787M),(695M)
Capital Expenditures (Other Assets),-,-,(1.2B),-,-
Net Assets from Acquisitions,-,-,(38.26B),(525M),(255M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,368M,2.12B,1.46B,(21M),92M
Purchase of Investments,(1.79B),(583M),(61M),(119M),(1.44B)
Sale/Maturity of Investments,2.16B,2.7B,1.53B,98M,1.53B
Other Uses,(736M),(1.14B),(150M),(1.38B),(539M)
Other Sources,14M,35M,8M,24M,30M
Net Investing Cash Flow,(1.01B),596M,(37.56B),(2.34B),(623M)
Net Investing Cash Flow Growth,-,159.24%,"-6,401.51%",93.76%,73.42%
Net Investing Cash Flow / Sales,-3.07%,1.79%,-82.00%,-4.17%,-1.07%
