Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,240.26M,261.06M,327.16M,481.65M,419.42M
Net Income Growth,-,8.66%,25.32%,47.22%,-12.92%
"Depreciation, Depletion & Amortization",36.64M,101.18M,129.24M,145.15M,140.05M
Depreciation and Depletion,28.13M,91.26M,116.9M,127.51M,117.83M
Amortization of Intangible Assets,8.51M,9.91M,12.34M,17.65M,22.22M
Deferred Taxes & Investment Tax Credit,(48M),(7.76M),(19.99M),(46.9M),(42.16M)
Deferred Taxes,(48M),(7.76M),(19.99M),(46.9M),(42.16M)
Investment Tax Credit,-,-,-,-,-
Other Funds,58.32M,78.42M,84.29M,127.28M,176.63M
Funds from Operations,287.22M,432.89M,520.7M,707.18M,693.93M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,5M,(92.02M),88.16M,(71.04M),(178.16M)
Receivables,(46.9M),(87.17M),4.24M,(211.68M),(192.71M)
Accounts Payable,(772K),(1.69M),2.43M,(2.4M),(2.93M)
Other Assets/Liabilities,(6.9M),(7.16M),6.98M,(16.18M),(12.14M)
Net Operating Cash Flow,292.22M,340.87M,608.86M,636.14M,515.77M
Net Operating Cash Flow Growth,-,16.65%,78.62%,4.48%,-18.92%
Net Operating Cash Flow / Sales,15.86%,14.86%,22.89%,16.93%,10.69%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(37.57M),(99.31M),(68.79M),(111.5M),(81.63M)
Capital Expenditures Growth,-,-164.30%,30.73%,-62.08%,26.79%
Capital Expenditures / Sales,-2.04%,-4.33%,-2.59%,-2.97%,-1.69%
Capital Expenditures (Fixed Assets),(37.57M),(99.31M),(68.79M),(111.5M),(81.63M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(74.27M),(39.32M),(18.89M),(316.71M),(12.9M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,-,-,(80.49M),57.46M,(61.63M)
Purchase of Investments,-,-,(140.5M),(2.54M),(61.63M)
Sale/Maturity of Investments,-,-,60.01M,60M,-
Other Uses,(699K),(6.74M),-,-,(29.03M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(112.12M),(145.37M),(167.15M),(370.67M),(185.18M)
Net Investing Cash Flow Growth,-,-29.65%,-14.99%,-121.76%,50.04%
Net Investing Cash Flow / Sales,-6.08%,-6.34%,-6.29%,-9.86%,-3.84%
