Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,332.2M,331.7M,488.5M,606.7M,856.6M
Net Income Growth,-,-0.15%,47.27%,24.20%,41.19%
"Depreciation, Depletion & Amortization",55.7M,61.6M,68.8M,84.4M,104.3M
Depreciation and Depletion,46.7M,50.7M,55.5M,65.9M,81M
Amortization of Intangible Assets,9M,10.9M,13.3M,18.5M,23.3M
Deferred Taxes & Investment Tax Credit,(127.8M),19.4M,(10.5M),(94M),(226.4M)
Deferred Taxes,(127.8M),19.4M,(10.5M),(94M),(226.4M)
Investment Tax Credit,-,-,-,-,-
Other Funds,252.3M,281.7M,336.4M,406.2M,536.7M
Funds from Operations,512.4M,694.4M,883.2M,1B,1.27B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,126.5M,113.6M,200.5M,496.4M,459.4M
Receivables,(82M),(96.7M),(176.4M),(72.5M),(456.7M)
Accounts Payable,14.6M,7.7M,37.4M,(13.1M),105.2M
Other Assets/Liabilities,215.3M,274M,292.8M,507.5M,839.8M
Net Operating Cash Flow,638.9M,808M,1.08B,1.5B,1.73B
Net Operating Cash Flow Growth,-,26.47%,34.12%,38.39%,15.40%
Net Operating Cash Flow / Sales,35.47%,37.36%,41.77%,44.87%,39.18%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(53M),(92.2M),(125.9M),(295.9M),(281.2M)
Capital Expenditures Growth,-,-73.96%,-36.55%,-135.03%,4.97%
Capital Expenditures / Sales,-2.94%,-4.26%,-4.85%,-8.85%,-6.37%
Capital Expenditures (Fixed Assets),(53M),(92.2M),(125.9M),(295.9M),(281.2M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(21.7M),(34.6M),(40.2M),(74.9M),(30.8M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(60.2M),(375.5M),92M,(954.3M),1.08B
Purchase of Investments,(681.8M),(1.33B),(1.08B),(2.51B),(389.1M)
Sale/Maturity of Investments,621.6M,956.8M,1.17B,1.56B,1.47B
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(134.9M),(502.3M),(72.8M),(1.33B),763.9M
Net Investing Cash Flow Growth,-,-272.35%,85.51%,"-1,720.19%",157.65%
Net Investing Cash Flow / Sales,-7.49%,-23.22%,-2.81%,-39.65%,17.29%
