Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,428M,646M,432M,1.26B,3.94B
Net Income Growth,-,50.93%,-33.13%,191.67%,212.46%
"Depreciation, Depletion & Amortization",888M,875M,892M,888M,850M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,78M,149M,(74M),(196M),(107M)
Deferred Taxes,78M,149M,(74M),(196M),(107M)
Investment Tax Credit,-,-,-,-,-
Other Funds,23M,29M,42M,544M,333M
Funds from Operations,1.42B,1.7B,1.29B,2.5B,5.01B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,90M,(194M),(55M),377M,(1.15B)
Receivables,68M,(6M),(19M),(235M),(110M)
Accounts Payable,44M,(72M),(15M),142M,1M
Other Assets/Liabilities,30M,(90M),(48M),593M,(950M)
Net Operating Cash Flow,1.51B,1.51B,1.24B,2.87B,3.86B
Net Operating Cash Flow Growth,-,-0.13%,-17.81%,132.26%,34.39%
Net Operating Cash Flow / Sales,34.03%,32.79%,30.00%,43.94%,34.52%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(422M),(404M),(309M),(524M),(462M)
Capital Expenditures Growth,-,4.27%,23.51%,-69.58%,11.83%
Capital Expenditures / Sales,-9.53%,-8.80%,-7.49%,-8.01%,-4.13%
Capital Expenditures (Fixed Assets),(422M),(404M),(309M),(514M),(453M)
Capital Expenditures (Other Assets),-,-,-,(10M),(9M)
Net Assets from Acquisitions,(388M),-,-,-,-
Sale of Fixed Assets & Businesses,26M,70M,2M,1M,1M
Purchase/Sale of Investments,-,-,-,(1M),-
Purchase of Investments,-,-,-,(13M),(1M)
Sale/Maturity of Investments,-,-,-,12M,1M
Other Uses,-,-,-,-,-
Other Sources,1M,-,-,-,-
Net Investing Cash Flow,(773M),(319M),(305M),(466M),(446M)
Net Investing Cash Flow Growth,-,58.73%,4.39%,-52.79%,4.29%
Net Investing Cash Flow / Sales,-17.45%,-6.95%,-7.40%,-7.13%,-3.99%
