Item,2018,2019,2020,2021,2022
Funds from Operations,3.26B,3.63B,3.76B,4.38B,5.92B
Funds from Operations Growth,-,11.39%,3.56%,16.61%,35.20%
Changes in Working Capital,(126M),(587M),9M,335M,(1.09B)
Receivables,4M,(433M),(313M),(322M),416M
Inventories,-,-,-,-,-
Accounts Payable,43M,(111M),(115M),342M,(151M)
Other Assets/Liabilities,57M,(101M),(50M),(97M),(647M)
Net Operating Cash Flow,3.13B,3.04B,3.77B,4.72B,4.83B
Net Operating Cash Flow Growth,-,-2.87%,23.84%,25.23%,2.42%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(204M),(254M),(194M),(341M),(533M)
Capital Expenditures Growth,-,-24.51%,23.62%,-75.77%,-56.30%
Capital Expenditures (Fixed Assets),(204M),(254M),(194M),(341M),(533M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(699M),(1.51B),-,(1.11B),-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,39M,(407M),(243M),(585M),(667M)
Purchase of Investments,(410M),(824M),(590M),(1.34B),(1.11B)
Sale/Maturity of Investments,449M,417M,347M,752M,438M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(864M),(2.17B),(277M),(1.71B),(1B)
