Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,984.6M,797M,567M,639M,1.03B
Net Income Growth,-,-19.05%,-28.86%,12.70%,60.56%
"Depreciation, Depletion & Amortization",431.3M,439M,530M,772M,721M
Depreciation and Depletion,391.2M,400M,479M,684M,624M
Amortization of Intangible Assets,40.1M,39M,51M,88M,97M
Deferred Taxes & Investment Tax Credit,(57.2M),186M,123M,(180M),(65M)
Deferred Taxes,(57.2M),186M,123M,(180M),(65M)
Investment Tax Credit,-,-,-,-,-
Other Funds,87.3M,(227M),(355M),574M,177M
Funds from Operations,1.45B,1.2B,865M,1.81B,1.86B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(319.5M),(187M),319M,(499M),(290M)
Receivables,(42.9M),19M,27M,(59M),(564M)
Accounts Payable,(76.1M),(123M),186M,(134M),438M
Other Assets/Liabilities,(62.5M),(39M),134M,(46M),(12M)
Net Operating Cash Flow,1.13B,1.01B,1.18B,1.31B,1.57B
Net Operating Cash Flow Growth,-,-10.52%,17.46%,10.30%,20.14%
Net Operating Cash Flow / Sales,10.70%,9.91%,11.65%,8.80%,9.93%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(546.6M),(481M),(461M),(668M),(723M)
Capital Expenditures Growth,-,12.00%,4.16%,-44.90%,-8.23%
Capital Expenditures / Sales,-5.19%,-4.73%,-4.54%,-4.50%,-4.58%
Capital Expenditures (Fixed Assets),(546.6M),(481M),(461M),(668M),(723M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(10M),(449M),(792M),(371M)
Sale of Fixed Assets & Businesses,36M,37M,20M,36M,50M
Purchase/Sale of Investments,(6M),(53M),(2M),(20M),(473M)
Purchase of Investments,(6M),(53M),(2M),(20M),(473M)
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(514.5M),(485M),(862M),(1.43B),(1.48B)
Net Investing Cash Flow Growth,-,5.73%,-77.73%,-65.66%,-3.43%
Net Investing Cash Flow / Sales,-4.89%,-4.77%,-8.48%,-9.62%,-9.35%
