Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.02B,3.55B,2.08B,1.6B,1.99B
Net Income Growth,-,248.33%,-41.37%,-23.24%,24.70%
"Depreciation, Depletion & Amortization",642M,723M,778M,812M,990M
Depreciation and Depletion,271M,306M,314M,340M,371M
Amortization of Intangible Assets,371M,417M,464M,472M,619M
Deferred Taxes & Investment Tax Credit,36M,(1.58B),126M,48M,(237M)
Deferred Taxes,36M,(1.58B),126M,48M,(237M)
Investment Tax Credit,-,-,-,-,-
Other Funds,308M,158M,386M,422M,804M
Funds from Operations,2.01B,2.85B,3.37B,2.88B,3.55B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(447M),(242M),(1.18B),396M,(288M)
Receivables,(162M),(60M),(563M),354M,(377M)
Accounts Payable,21M,116M,63M,100M,329M
Other Assets/Liabilities,(780M),(46M),(290M),(15M),(268M)
Net Operating Cash Flow,1.56B,2.61B,2.19B,3.28B,3.26B
Net Operating Cash Flow Growth,-,67.42%,-16.05%,49.57%,-0.43%
Net Operating Cash Flow / Sales,12.53%,19.19%,14.72%,22.83%,19.07%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(598M),(572M),(649M),(487M),(525M)
Capital Expenditures Growth,-,4.35%,-13.46%,24.96%,-7.80%
Capital Expenditures / Sales,-4.81%,-4.21%,-4.36%,-3.39%,-3.07%
Capital Expenditures (Fixed Assets),(598M),(572M),(649M),(487M),(525M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(930M),(2.47B),(802M),(4.22B),(339M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(183M),168M,(5M),7M,6M
Purchase of Investments,(270M),(226M),(74M),(54M),(49M)
Sale/Maturity of Investments,87M,394M,69M,61M,55M
Other Uses,(1M),(2M),-,-,(1M)
Other Sources,-,10M,-,-,-
Net Investing Cash Flow,(1.71B),(2.87B),(1.46B),(4.7B),(859M)
Net Investing Cash Flow Growth,-,-67.70%,49.32%,-223.09%,81.73%
Net Investing Cash Flow / Sales,-13.76%,-21.11%,-9.78%,-32.76%,-5.02%
