Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,1.19B,914M,975M,1.4B,2.58B
Net Income Growth,-,-23.00%,6.67%,43.90%,84.03%
"Depreciation, Depletion & Amortization",556M,1.55B,3.09B,3.2B,3.17B
Depreciation and Depletion,92M,247M,461M,498M,555M
Amortization of Intangible Assets,464M,1.3B,2.63B,2.7B,2.61B
Deferred Taxes & Investment Tax Credit,133M,47M,71M,(262M),(558M)
Deferred Taxes,133M,47M,71M,(262M),(558M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(155M),365M,329M,307M,307M
Funds from Operations,1.72B,2.87B,4.47B,4.64B,5.5B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(169M),36M,(211M),(495M),(744M)
Receivables,(108M),(7M),320M,(358M),(770M)
Accounts Payable,116M,238M,(146M),303M,511M
Other Assets/Liabilities,(177M),(195M),(385M),(440M),(485M)
Net Operating Cash Flow,1.55B,2.91B,4.26B,4.15B,4.76B
Net Operating Cash Flow Growth,-,87.37%,46.35%,-2.51%,14.63%
Net Operating Cash Flow / Sales,26.65%,28.55%,28.66%,25.57%,26.81%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(360M),(721M),(900M),(1.16B),(1.48B)
Capital Expenditures Growth,-,-100.28%,-24.83%,-28.89%,-27.50%
Capital Expenditures / Sales,-6.18%,-7.08%,-6.06%,-7.15%,-8.34%
Capital Expenditures (Fixed Assets),(360M),(721M),(900M),(1.16B),(1.48B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(712M),(16.01B),(139M),(848M),(988M)
Sale of Fixed Assets & Businesses,419M,51M,579M,-,246M
Purchase/Sale of Investments,(3M),(45M),(1M),263M,(29M)
Purchase of Investments,(3M),(45M),(1M),(256M),(52M)
Sale/Maturity of Investments,-,-,-,519M,23M
Other Uses,(7M),-,-,-,-
Other Sources,-,-,4M,711M,36M
Net Investing Cash Flow,(620M),(16.58B),(450M),(1.75B),(2.25B)
Net Investing Cash Flow Growth,-,"-2,574.52%",97.29%,-287.78%,-28.94%
Net Investing Cash Flow / Sales,-10.65%,-162.78%,-3.03%,-10.75%,-12.69%
