Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,698.6M,1.91B,867.9M,(686.1M),842.5M
Net Income Growth,-,173.30%,-54.54%,-179.05%,222.80%
"Depreciation, Depletion & Amortization",1.12B,1.25B,1.51B,1.49B,1.46B
Depreciation and Depletion,860.4M,923.8M,1.07B,1.05B,1.07B
Amortization of Intangible Assets,256.2M,328.4M,436.6M,432.1M,390.3M
Deferred Taxes & Investment Tax Credit,(20.4M),(1.07B),37.1M,43M,(38.3M)
Deferred Taxes,(20.4M),(1.07B),37.1M,43M,(38.3M)
Investment Tax Credit,-,-,-,-,-
Other Funds,28.9M,227.4M,(58M),1.39B,40.4M
Funds from Operations,1.82B,2.32B,2.36B,2.24B,2.3B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,76.8M,(388.3M),(48M),(165.7M),(24.7M)
Receivables,(97.9M),(580.1M),272.9M,30.5M,(428.9M)
Accounts Payable,302.2M,180.3M,(39.1M),(86.4M),430.3M
Other Assets/Liabilities,(33.7M),(67.7M),(124.6M),(202.4M),(379.6M)
Net Operating Cash Flow,1.9B,1.93B,2.31B,2.07B,2.28B
Net Operating Cash Flow Growth,-,1.62%,19.63%,-10.37%,10.10%
Net Operating Cash Flow / Sales,12.79%,11.86%,12.63%,11.78%,12.16%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(778.6M),(999.9M),(1.37B),(978.1M),(815.5M)
Capital Expenditures Growth,-,-28.42%,-36.92%,28.56%,16.62%
Capital Expenditures / Sales,-5.24%,-6.14%,-7.49%,-5.56%,-4.35%
Capital Expenditures (Fixed Assets),(778.6M),(999.9M),(1.37B),(978.1M),(815.5M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.59B),(239.9M),(3.37B),-,-
Sale of Fixed Assets & Businesses,1.07B,23.3M,119.1M,35M,64.8M
Purchase/Sale of Investments,16M,(114.3M),(11.2M),(1.3M),29.5M
Purchase of Investments,(2.5M),(114.3M),(11.2M),(1.3M),-
Sale/Maturity of Investments,18.5M,-,-,-,29.5M
Other Uses,(8M),-,-,-,(2.9M)
Other Sources,32M,7.7M,8.1M,-,-
Net Investing Cash Flow,(1.29B),(815.1M),(4.58B),(921.5M),(676M)
Net Investing Cash Flow Growth,-,36.61%,-461.85%,79.88%,26.64%
Net Investing Cash Flow / Sales,-8.65%,-5.00%,-25.04%,-5.24%,-3.61%
