Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.81B,(379.3M),1.13B,(137.4M),402.1M
Net Income Growth,-,-120.92%,398.31%,-112.14%,392.65%
"Depreciation, Depletion & Amortization",1.06B,1.04B,1.01B,1.03B,1.07B
Depreciation and Depletion,-,-,421.8M,435.1M,451.7M
Amortization of Intangible Assets,-,-,584.3M,597.6M,615.7M
Deferred Taxes & Investment Tax Credit,(1.78B),13.4M,(538.7M),12M,(149.7M)
Deferred Taxes,(1.78B),13.4M,(538.7M),12M,(149.7M)
Investment Tax Credit,-,-,-,-,-
Other Funds,418M,1.05B,154.4M,724.7M,266.7M
Funds from Operations,1.52B,1.72B,1.75B,1.63B,1.59B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,64.2M,27.6M,(167.5M),(427.5M),(87.3M)
Receivables,161.7M,213.6M,(93.8M),(70M),(15.1M)
Accounts Payable,(133.3M),155.9M,(42M),(95.1M),76.4M
Other Assets/Liabilities,5.7M,8.4M,(17.9M),69.5M,(44.2M)
Net Operating Cash Flow,1.58B,1.75B,1.59B,1.2B,1.5B
Net Operating Cash Flow Growth,-,10.43%,-9.25%,-24.04%,24.47%
Net Operating Cash Flow / Sales,20.28%,22.03%,19.87%,17.15%,19.13%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(506.8M),(470.5M),(740.3M),(431.8M),(505.5M)
Capital Expenditures Growth,-,7.16%,-57.34%,41.67%,-17.07%
Capital Expenditures / Sales,-6.49%,-5.93%,-9.27%,-6.15%,-6.45%
Capital Expenditures (Fixed Assets),(493M),(439M),(523M),(409.2M),(473.8M)
Capital Expenditures (Other Assets),(13.8M),(31.5M),(217.3M),(22.6M),(31.7M)
Net Assets from Acquisitions,(4M),(15.3M),(37.1M),(235.5M),-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,-,69.2M,48.1M,53.5M,1.9M
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,69.2M,48.1M,53.5M,1.9M
Other Uses,-,-,-,-,-
Other Sources,103.5M,-,-,-,-
Net Investing Cash Flow,(510.8M),(416.6M),(729.3M),(613.8M),(503.6M)
Net Investing Cash Flow Growth,-,18.44%,-75.06%,15.84%,17.95%
Net Investing Cash Flow / Sales,-6.55%,-5.25%,-9.14%,-8.74%,-6.43%
