Item,2022,2021,2020,2019,2018
Net Income before Extraordinaries,1.72B,1.75B,795M,1.29B,1.35B
Net Income Growth,-,1.33%,-54.47%,62.14%,4.65%
"Depreciation, Depletion & Amortization",830M,845M,822M,825M,824M
Depreciation and Depletion,-,-,-,-,448M
Amortization of Intangible Assets,-,-,-,-,376M
Deferred Taxes & Investment Tax Credit,(141M),36M,(537M),612M,(739M)
Deferred Taxes,-,-,-,-,(739M)
Investment Tax Credit,-,-,-,-,-
Other Funds,313M,(711M),327M,246M,635M
Funds from Operations,2.73B,1.92B,1.41B,2.97B,2.07B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(739M),571M,812M,(1.77B),447M
Receivables,-,-,-,-,(475M)
Accounts Payable,-,-,-,-,340M
Other Assets/Liabilities,-,-,-,-,(170M)
Net Operating Cash Flow,1.99B,2.49B,2.22B,1.2B,2.52B
Net Operating Cash Flow Growth,-,25.23%,-10.78%,-45.83%,109.32%
Net Operating Cash Flow / Sales,7.85%,10.51%,9.94%,5.02%,10.75%
Item,2022,2021,2020,2019,2018
Capital Expenditures,(592M),(552M),(443M),(586M),(645M)
Capital Expenditures Growth,-,6.76%,19.75%,-32.28%,-10.07%
Capital Expenditures / Sales,-2.34%,-2.33%,-1.99%,-2.44%,-2.76%
Capital Expenditures (Fixed Assets),-,-,-,-,(645M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(270M),(739M),(209M),(25M),(21M)
Sale of Fixed Assets & Businesses,143M,143M,262M,39M,2.25B
Purchase/Sale of Investments,-,8M,-,25M,(1M)
Purchase of Investments,-,-,-,-,(1M)
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,(387M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(694M),(1.1B),(390M),12.08B,1.2B
Net Investing Cash Flow Growth,-,-59.08%,64.67%,"3,196.92%",-90.10%
Net Investing Cash Flow / Sales,-2.74%,-4.66%,-1.75%,50.39%,5.11%
