Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,759.87M,954.84M,930.23M,(4.01B),(4.51B)
Net Income Growth,-,25.66%,-2.58%,-531.35%,-12.31%
"Depreciation, Depletion & Amortization",521.48M,566.97M,644.04M,734.69M,753.54M
Depreciation and Depletion,-,-,625.55M,724.78M,684.93M
Amortization of Intangible Assets,-,-,18.49M,9.91M,68.6M
Deferred Taxes & Investment Tax Credit,9.15M,1.51M,(26.13M),12.77M,78K
Deferred Taxes,9.15M,1.51M,(26.13M),12.77M,78K
Investment Tax Credit,-,-,-,-,-
Other Funds,96.07M,122.36M,109.31M,1.78B,1.49B
Funds from Operations,1.39B,1.65B,1.66B,(1.48B),(2.26B)
Extraordinaries,-,-,-,-,-
Changes in Working Capital,199.16M,429.49M,165.16M,(1.08B),(204.09M)
Receivables,15.05M,(15.89M),(14.1M),30.8M,(1.16B)
Accounts Payable,14.05M,106.39M,(58.64M),(21.42M),152.03M
Other Assets/Liabilities,131.3M,233.08M,273.08M,(901.37M),545.91M
Net Operating Cash Flow,1.59B,2.08B,1.82B,(2.56B),(2.47B)
Net Operating Cash Flow Growth,-,30.86%,-12.17%,-240.25%,3.45%
Net Operating Cash Flow / Sales,29.39%,34.27%,28.20%,-199.72%,-380.87%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(1.37B),(1.57B),(1.64B),(946.55M),(752.84M)
Capital Expenditures Growth,-,-14.18%,-4.49%,42.18%,20.46%
Capital Expenditures / Sales,-25.43%,-25.88%,-25.33%,-73.95%,-116.18%
Capital Expenditures (Fixed Assets),(1.37B),(1.57B),(1.64B),(946.55M),(752.84M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,499K,-,-,-,-
Purchase/Sale of Investments,-,-,-,-,(240M)
Purchase of Investments,-,-,-,-,(1.01B)
Sale/Maturity of Investments,-,-,-,-,770M
Other Uses,(35.69M),(1.72M),(47.09M),(31.52M),(23.5M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.4B),(1.5B),(1.68B),(975.36M),(1B)
Net Investing Cash Flow Growth,-,-6.96%,-11.81%,41.95%,-2.94%
Net Investing Cash Flow / Sales,-26.04%,-24.82%,-26.00%,-76.21%,-154.95%
