Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.15B,1.26B,1.37B,1.47B,1.6B
Net Income Growth,-,9.84%,8.80%,7.36%,8.42%
"Depreciation, Depletion & Amortization",1.61B,1.78B,1.9B,2.08B,2.26B
Depreciation and Depletion,1.61B,1.78B,1.9B,2.08B,2.26B
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,640M,218M,143M,(8M),(79M)
Deferred Taxes,640M,218M,143M,(8M),(79M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(39M),(68M),109M,(144M),(142M)
Funds from Operations,3.36B,3.19B,3.53B,3.4B,3.63B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(232M),(70M),(265M),(555M),(1.44B)
Receivables,(94M),(96M),22M,(157M),(313M)
Accounts Payable,43M,90M,(12M),(33M),138M
Other Assets/Liabilities,(178M),1M,(191M),(285M),(1.14B)
Net Operating Cash Flow,3.13B,3.12B,3.26B,2.85B,2.19B
Net Operating Cash Flow Growth,-,-0.13%,4.52%,-12.72%,-23.14%
Net Operating Cash Flow / Sales,27.44%,27.09%,28.30%,24.71%,16.37%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(3.24B),(3.96B),(4.23B),(5.37B),(4.24B)
Capital Expenditures Growth,-,-21.98%,-6.77%,-27.08%,20.95%
Capital Expenditures / Sales,-28.47%,-34.34%,-36.64%,-46.58%,-31.75%
Capital Expenditures (Fixed Assets),(3.24B),(3.96B),(4.23B),(5.37B),(4.24B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,684M,-
Purchase/Sale of Investments,(28M),(20M),(20M),(20M),(14M)
Purchase of Investments,(1.7B),(853M),(995M),(1.4B),(757M)
Sale/Maturity of Investments,1.67B,833M,975M,1.38B,743M
Other Uses,(24M),(9M),(98M),(35M),(29M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(3.3B),(3.99B),(4.34B),(4.74B),(4.29B)
Net Investing Cash Flow Growth,-,-20.93%,-8.96%,-9.14%,9.56%
Net Investing Cash Flow / Sales,-28.93%,-34.59%,-37.66%,-41.12%,-32.07%
