Item,2018,2019,2020,2021,2022
Funds from Operations,1.37B,(1.05B),1.24B,1.46B,(1.7B)
Funds from Operations Growth,-,-176.11%,218.37%,17.62%,-217.04%
Extraordinaries,-,-,-,-,-
Net Operating Cash Flow,1.94B,(2.69B),534M,143M,4.03B
Net Operating Cash Flow Growth,-,-238.24%,119.88%,-73.22%,"2,720.28%"
Item,2018,2019,2020,2021,2022
Capital Expenditures,-,-,-,-,-
Capital Expenditures Growth,-,-,-,-,-
Capital Expenditures (Fixed Assets),-,-,-,-,-
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.42B),-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(4.2B),(5.24B),(9.33B),(3.26B),(11.6B)
Purchase of Investments,(15.89B),(20.02B),(18.96B),(20.73B),(22.05B)
Sale/Maturity of Investments,11.69B,14.78B,9.63B,17.47B,10.45B
Increase in Loans,-,-,-,-,-
Decrease in Loans,-,-,-,-,-
Other Uses,(193M),(261M),(153M),(303M),(48M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(5.82B),(5.5B),(9.48B),(3.57B),(11.64B)
Net Investing Cash Flow Growth,-,5.43%,-72.41%,62.38%,-226.41%
