Item,2018,2019,2020,2021,2022
Funds from Operations,828.87M,851.26M,668.21M,806.49M,793.92M
Funds from Operations Growth,-,2.70%,-21.50%,20.69%,-1.56%
Changes in Working Capital,46.31M,21.89M,108.78M,26.39M,118.86M
Receivables,-,-,-,-,-
Inventories,-,-,-,-,-
Accounts Payable,40.63M,71.66M,93.5M,7.77M,136.29M
Other Assets/Liabilities,5.69M,(49.77M),15.28M,18.63M,(17.43M)
Net Operating Cash Flow,875.18M,873.15M,776.99M,832.89M,912.78M
Net Operating Cash Flow Growth,-,-0.23%,-11.01%,7.19%,9.59%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(106.19M),(108.84M),(94.12M),(111.48M),(108.51M)
Capital Expenditures Growth,-,-2.50%,13.53%,-18.44%,2.66%
Capital Expenditures (Fixed Assets),(106.19M),(108.84M),(94.12M),(111.48M),(108.51M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,299.67M,388.09M,-,640K,1.39M
Purchase/Sale of Investments,1.91B,(1.73B),(539.76M),604.87M,(781.8M)
Purchase of Investments,(1.01B),(2.33B),(2.05B),(2.14B),(1.07B)
Sale/Maturity of Investments,2.92B,594.47M,1.51B,2.74B,289.86M
Other Uses,-,-,(394.18M),-,-
Other Sources,-,9.36M,1.8M,-,1.45M
Net Investing Cash Flow,2.1B,(1.44B),(1.03B),494.03M,(887.47M)
