Item,2017,2018,2019,2020,2021
Funds from Operations,36.47M,533.74M,654.75M,835.66M,983.17M
Funds from Operations Growth,-,"1,363.35%",22.67%,27.63%,17.65%
Changes in Working Capital,92.97M,(29.66M),27.41M,47.98M,(86.82M)
Receivables,-,-,-,-,-
Inventories,-,-,-,-,-
Accounts Payable,10.45M,-,-,-,-
Other Assets/Liabilities,60.92M,(22.25M),21.44M,21.71M,(86.82M)
Net Operating Cash Flow,129.44M,504.08M,682.16M,883.64M,896.35M
Net Operating Cash Flow Growth,-,289.43%,35.33%,29.54%,1.44%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(51K),(899K),(2.72M),(2.77M),(2.51M)
Capital Expenditures Growth,-,"-1,662.75%",-203.00%,-1.62%,9.50%
Capital Expenditures (Fixed Assets),(51K),(899K),(2.72M),(2.77M),(2.51M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(1.14B),(1.29B),(1.35B),(4.55B),64.65M
Purchase of Investments,(1.14B),(1.71B),(2.25B),(4.66B),(39.61M)
Sale/Maturity of Investments,-,421.62M,902.8M,111.49M,104.27M
Other Uses,-,(6.78M),(8.7M),(264K),(20.7M)
Other Sources,-,159M,-,-,-
Net Investing Cash Flow,(1.14B),(1.14B),(1.36B),(4.55B),41.45M
