Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,5.25B,5.87B,3.38B,(3.71B),1.59B
Net Income Growth,-,11.91%,-42.50%,-209.98%,142.92%
"Depreciation, Depletion & Amortization",1.34B,1.38B,1.36B,1.42B,1.63B
Depreciation and Depletion,1.32B,1.35B,1.35B,1.39B,1.6B
Amortization of Intangible Assets,21M,28M,17M,27M,26M
Deferred Taxes & Investment Tax Credit,(1.89B),252M,183M,126M,(272M)
Deferred Taxes,(1.89B),252M,183M,126M,(272M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(1.12B),342M,714M,4.61B,947M
Funds from Operations,3.59B,7.85B,5.64B,2.44B,3.9B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,62M,(273M),(830M),(326M),2.12B
Receivables,(1.18B),1.32B,(2.31B),2.02B,(922M)
Accounts Payable,1.15B,(1.55B),1.94B,(2.89B),2.93B
Other Assets/Liabilities,267M,155M,(259M),609M,(395M)
Net Operating Cash Flow,3.65B,7.57B,4.81B,2.11B,6.02B
Net Operating Cash Flow Growth,-,107.59%,-36.51%,-56.09%,185.03%
Net Operating Cash Flow / Sales,4.07%,6.81%,4.47%,3.31%,5.38%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(1.83B),(2.64B),(3.87B),(2.92B),(1.86B)
Capital Expenditures Growth,-,-44.05%,-46.76%,24.61%,36.30%
Capital Expenditures / Sales,-2.05%,-2.37%,-3.60%,-4.58%,-1.66%
Capital Expenditures (Fixed Assets),(1.83B),(2.64B),(3.87B),(2.92B),(1.86B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,(24M)
Sale of Fixed Assets & Businesses,86M,57M,157M,51M,27M
Purchase/Sale of Investments,-,-,-,192M,(41M)
Purchase of Investments,-,-,-,-,(310M)
Sale/Maturity of Investments,-,-,-,192M,269M
Other Uses,(44M),(1M),(98M),(446M),-
Other Sources,-,-,269M,-,-
Net Investing Cash Flow,(1.46B),(2.47B),(3.69B),(3.08B),(1.9B)
Net Investing Cash Flow Growth,-,-68.78%,-49.25%,16.51%,38.42%
Net Investing Cash Flow / Sales,-1.63%,-2.22%,-3.43%,-4.83%,-1.69%
