Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,10.71B,5.97B,5.92B,5.35B,6.52B
Net Income Growth,-,-44.31%,-0.79%,-9.63%,21.95%
"Depreciation, Depletion & Amortization",2.11B,2.19B,2.22B,2.21B,2.21B
Depreciation and Depletion,2.11B,2.19B,2.22B,2.21B,2.21B
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(5.07B),338M,566M,340M,154M
Deferred Taxes,(5.07B),338M,566M,340M,154M
Investment Tax Credit,-,-,-,-,-
Other Funds,(393M),317M,78M,375M,(56M)
Funds from Operations,7.36B,8.81B,8.78B,8.27B,8.83B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(127M),(126M),(170M),266M,203M
Receivables,(235M),(262M),160M,90M,(217M)
Accounts Payable,182M,(125M),(179M),(73M),184M
Other Assets/Liabilities,9M,(24M),87M,(34M),31M
Net Operating Cash Flow,7.23B,8.69B,8.61B,8.54B,9.03B
Net Operating Cash Flow Growth,-,20.14%,-0.89%,-0.80%,5.76%
Net Operating Cash Flow / Sales,34.04%,38.04%,39.66%,43.72%,41.42%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(3.24B),(3.44B),(3.45B),(2.93B),(2.94B)
Capital Expenditures Growth,-,-6.15%,-0.47%,15.23%,-0.31%
Capital Expenditures / Sales,-15.24%,-15.05%,-15.91%,-14.98%,-13.47%
Capital Expenditures (Fixed Assets),(3.24B),(3.44B),(3.45B),(2.93B),(2.94B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,168M,63M,74M,149M,178M
Purchase/Sale of Investments,(30M),-,15M,5M,24M
Purchase of Investments,(120M),(90M),(115M),(136M),(70M)
Sale/Maturity of Investments,90M,90M,130M,141M,94M
Other Uses,-,(37M),(71M),-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(3.09B),(3.41B),(3.44B),(2.68B),(2.71B)
Net Investing Cash Flow Growth,-,-10.53%,-0.70%,22.10%,-1.23%
Net Investing Cash Flow / Sales,-14.53%,-14.94%,-15.82%,-13.70%,-12.42%
