Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,179.12M,231.66M,203.35M,260.82M,350.69M
Net Income Growth,-,29.33%,-12.22%,28.27%,34.45%
"Depreciation, Depletion & Amortization",55.53M,64.68M,79.54M,89.44M,94.21M
Depreciation and Depletion,-,-,-,-,40.59M
Amortization of Intangible Assets,-,-,-,-,53.61M
Deferred Taxes & Investment Tax Credit,18.64M,7.63M,(7.23M),(1.22M),1.65M
Deferred Taxes,18.64M,7.63M,(7.23M),(1.22M),1.65M
Investment Tax Credit,-,-,-,-,-
Other Funds,22.85M,27.33M,79.2M,38.39M,(5.53M)
Funds from Operations,276.15M,331.3M,354.87M,387.44M,441.02M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(40.78M),(45.03M),(45.68M),48.35M,(39.21M)
Receivables,(20.19M),(23.33M),(29.23M),(23.83M),(36.91M)
Accounts Payable,(25.69M),(23.82M),(9.93M),50.21M,1.42M
Other Assets/Liabilities,(2.47M),9.11M,(2.65M),29.79M,(6.36M)
Net Operating Cash Flow,235.37M,286.27M,309.19M,435.79M,401.81M
Net Operating Cash Flow Growth,-,21.63%,8.00%,40.94%,-7.80%
Net Operating Cash Flow / Sales,14.06%,15.72%,15.34%,20.16%,16.57%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(24.68M),(27.18M),(27.15M),(23.23M),(27.19M)
Capital Expenditures Growth,-,-10.13%,0.12%,14.43%,-17.07%
Capital Expenditures / Sales,-1.47%,-1.49%,-1.35%,-1.07%,-1.12%
Capital Expenditures (Fixed Assets),(24.68M),(27.18M),(27.15M),(23.23M),(27.19M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(130.19M),(76.77M),(430.56M),(147.61M),(146.1M)
Sale of Fixed Assets & Businesses,370K,1.84M,1.76M,7.7M,74.44M
Purchase/Sale of Investments,(264K),297K,104K,216K,-
Purchase of Investments,(264K),-,-,-,-
Sale/Maturity of Investments,-,297K,104K,216K,-
Other Uses,-,-,-,-,(111K)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(154.18M),(101.38M),(455.11M),(162.4M),(98.97M)
Net Investing Cash Flow Growth,-,34.25%,-348.93%,64.32%,39.06%
Net Investing Cash Flow / Sales,-9.21%,-5.57%,-22.58%,-7.51%,-4.08%
