Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.39B,1.34B,1.27B,1.07B,1.44B
Net Income Growth,-,-3.60%,-5.30%,-15.60%,34.55%
"Depreciation, Depletion & Amortization",464M,559M,511M,509M,561M
Depreciation and Depletion,335M,416M,375M,371M,389M
Amortization of Intangible Assets,129M,143M,136M,138M,172M
Deferred Taxes & Investment Tax Credit,38M,45M,(5M),(47M),35M
Deferred Taxes,38M,45M,(5M),(47M),35M
Investment Tax Credit,-,-,-,-,-
Other Funds,8M,(51M),259M,268M,(96M)
Funds from Operations,1.9B,1.89B,2.03B,1.8B,1.94B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(332M),(426M),46M,329M,(379M)
Receivables,(76M),(69M),121M,187M,(63M)
Accounts Payable,188M,(76M),(63M),127M,295M
Other Assets/Liabilities,(328M),(172M),(157M),(96M),(332M)
Net Operating Cash Flow,1.57B,1.47B,2.08B,2.13B,1.56B
Net Operating Cash Flow Growth,-,-6.44%,41.79%,2.40%,-26.67%
Net Operating Cash Flow / Sales,10.63%,9.54%,13.73%,15.40%,9.30%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(360M),(411M),(413M),(304M),(371M)
Capital Expenditures Growth,-,-14.17%,-0.49%,26.39%,-22.04%
Capital Expenditures / Sales,-2.44%,-2.67%,-2.73%,-2.20%,-2.21%
Capital Expenditures (Fixed Assets),(360M),(411M),(413M),(304M),(371M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(225M),(378M),(682M),(1.17B),(2.14B)
Sale of Fixed Assets & Businesses,593M,27M,-,-,47M
Purchase/Sale of Investments,(100M),-,-,-,-
Purchase of Investments,(100M),-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(38M),(28M),(8M),(5M),-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(67M),(764M),(1.05B),(1.45B),(2.4B)
Net Investing Cash Flow Growth,-,"-1,040.30%",-37.17%,-38.07%,-66.14%
Net Investing Cash Flow / Sales,-0.45%,-4.97%,-6.92%,-10.46%,-14.31%
