Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,136.56M,432.52M,532.37M,664.35M,757.52M
Net Income Growth,-,216.72%,23.09%,24.79%,14.02%
"Depreciation, Depletion & Amortization",189.44M,209.21M,201.68M,209.99M,290.32M
Depreciation and Depletion,77.73M,79.94M,97.89M,114.98M,203.87M
Amortization of Intangible Assets,111.71M,129.26M,103.78M,95M,86.45M
Deferred Taxes & Investment Tax Credit,123.05M,(210.31M),(82.62M),(111.53M),(128.58M)
Deferred Taxes,123.05M,(210.31M),(82.62M),(111.53M),(128.58M)
Investment Tax Credit,-,-,-,-,-
Other Funds,111.75M,143.31M,225.37M,416.96M,443.19M
Funds from Operations,560.81M,574.72M,876.79M,1.18B,1.36B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,73.76M,(150.49M),(76.28M),(109.88M),212.76M
Receivables,2.3M,(95.79M),(8.58M),(236.81M),201.71M
Accounts Payable,137.63M,49.04M,(19.28M),113.77M,125.13M
Other Assets/Liabilities,(85.84M),66.6M,(48.96M),54.06M,(94.89M)
Net Operating Cash Flow,634.57M,424.23M,800.51M,1.07B,1.58B
Net Operating Cash Flow Growth,-,-33.15%,88.70%,33.65%,47.23%
Net Operating Cash Flow / Sales,23.26%,13.60%,23.83%,29.04%,37.50%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(73.55M),(101.93M),(202.39M),(158.76M),(95.74M)
Capital Expenditures Growth,-,-38.57%,-98.56%,21.56%,39.70%
Capital Expenditures / Sales,-2.70%,-3.27%,-6.02%,-4.31%,-2.28%
Capital Expenditures (Fixed Assets),(70.33M),(98.98M),(198.13M),(154.72M),(93.76M)
Capital Expenditures (Other Assets),(3.23M),(2.95M),(4.26M),(4.05M),(1.98M)
Net Assets from Acquisitions,(259.2M),(652.64M),(36.61M),(201.05M),(296.02M)
Sale of Fixed Assets & Businesses,-,1.66M,-,-,-
Purchase/Sale of Investments,141.37M,9.38M,3.12M,(611K),(156.47M)
Purchase of Investments,(155.1M),(3.56M),(3.25M),(2.76M),(169.32M)
Sale/Maturity of Investments,296.47M,12.94M,6.36M,2.15M,12.85M
Other Uses,-,-,-,-,(800K)
Other Sources,-,1.76M,-,-,-
Net Investing Cash Flow,(189.28M),(743.53M),(235.88M),(360.42M),(549.03M)
Net Investing Cash Flow Growth,-,-292.81%,68.28%,-52.80%,-52.33%
Net Investing Cash Flow / Sales,-6.94%,-23.83%,-7.02%,-9.78%,-13.07%
