Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,751.9M,790.9M,859.1M,925M,1.09B
Net Income Growth,-,5.19%,8.62%,7.67%,17.50%
"Depreciation, Depletion & Amortization",138.2M,148.7M,162.4M,170.7M,176.6M
Depreciation and Depletion,134.1M,144.6M,153.3M,159.9M,165.9M
Amortization of Intangible Assets,4.1M,4.1M,9.1M,10.8M,10.7M
Deferred Taxes & Investment Tax Credit,33.8M,15M,2.9M,(13.7M),(4.9M)
Deferred Taxes,33.8M,15M,2.9M,(13.7M),(4.9M)
Investment Tax Credit,-,-,-,-,-
Other Funds,12.7M,10M,11.8M,7M,6.5M
Funds from Operations,936.6M,964.6M,1.04B,1.09B,1.27B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(262.4M),(121.9M),65.6M,(318.9M),(324.1M)
Receivables,(120.3M),(30.4M),(29.7M),(135.2M),(119.8M)
Accounts Payable,46.1M,(800K),14.2M,26.1M,21.9M
Other Assets/Liabilities,(26.2M),(9.3M),14.5M,(44.7M),28.6M
Net Operating Cash Flow,674.2M,842.7M,1.1B,770.1M,941M
Net Operating Cash Flow Growth,-,24.99%,30.75%,-30.11%,22.19%
Net Operating Cash Flow / Sales,13.58%,15.80%,19.51%,12.81%,13.48%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(176.3M),(246.4M),(168.1M),(156.6M),(173.8M)
Capital Expenditures Growth,-,-39.76%,31.78%,6.84%,-10.98%
Capital Expenditures / Sales,-3.55%,-4.62%,-2.98%,-2.61%,-2.49%
Capital Expenditures (Fixed Assets),(176.3M),(246.4M),(168.1M),(156.6M),(173.8M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(3.7M),-,(125M),-,-
Sale of Fixed Assets & Businesses,9.5M,6.6M,10.6M,8.4M,11.4M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(3.4M),-,-,(300K),(600K)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(173.9M),(239.7M),(281.7M),(148.5M),(163M)
Net Investing Cash Flow Growth,-,-37.84%,-17.52%,47.28%,-9.76%
Net Investing Cash Flow / Sales,-3.50%,-4.49%,-4.99%,-2.47%,-2.34%
