Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,472.7M,389.8M,431.3M,554.4M,772.4M
Net Income Growth,-,-17.54%,10.65%,28.54%,39.32%
"Depreciation, Depletion & Amortization",130.3M,149.6M,188.6M,200.9M,231.6M
Depreciation and Depletion,98.6M,113.5M,147.2M,158.9M,167.5M
Amortization of Intangible Assets,31.7M,36.1M,41.4M,42M,64.1M
Deferred Taxes & Investment Tax Credit,(18.7M),2.8M,(7.5M),(14.6M),1.7M
Deferred Taxes,(18.7M),2.8M,(7.5M),(14.6M),1.7M
Investment Tax Credit,-,-,-,-,-
Other Funds,63.1M,106M,110.8M,77.2M,61.2M
Funds from Operations,647.4M,648.2M,723.2M,817.9M,1.07B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(47.1M),(44.2M),(86M),7.8M,(378.2M)
Receivables,1M,9.8M,(50.7M),(85.7M),(151.5M)
Accounts Payable,24M,21M,8.7M,142.9M,137.7M
Other Assets/Liabilities,(28.3M),(24.7M),(10.5M),(41.1M),1M
Net Operating Cash Flow,600.3M,604M,637.2M,825.7M,688.7M
Net Operating Cash Flow Growth,-,0.62%,5.50%,29.58%,-16.59%
Net Operating Cash Flow / Sales,11.36%,11.01%,11.05%,13.56%,9.00%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(165M),(150.1M),(131.8M),(150.5M),(214.2M)
Capital Expenditures Growth,-,9.03%,12.19%,-14.19%,-42.33%
Capital Expenditures / Sales,-3.12%,-2.74%,-2.29%,-2.47%,-2.80%
Capital Expenditures (Fixed Assets),(165M),(150.1M),(131.8M),(150.5M),(214.2M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(124.6M),(465.6M),-,(715.2M),-
Sale of Fixed Assets & Businesses,1.9M,6.1M,4.2M,1.6M,7.1M
Purchase/Sale of Investments,-,(28.7M),-,(59.4M),-
Purchase of Investments,-,(28.7M),-,(59.4M),-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(287.7M),(634.3M),(127.6M),(923.5M),(207.1M)
Net Investing Cash Flow Growth,-,-120.47%,79.88%,-623.75%,77.57%
Net Investing Cash Flow / Sales,-5.45%,-11.56%,-2.21%,-15.16%,-2.71%
