Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,802.27M,1.18B,1.22B,2.08B,3.32B
Net Income Growth,-,46.46%,3.40%,70.97%,59.92%
"Depreciation, Depletion & Amortization",62.68M,233.22M,348.05M,333.34M,363.34M
Depreciation and Depletion,58.05M,145.83M,127.47M,127.08M,236.43M
Amortization of Intangible Assets,4.63M,87.39M,220.58M,206.25M,126.92M
Deferred Taxes & Investment Tax Credit,98.76M,(27.51M),(93.11M),(44.45M),(329.5M)
Deferred Taxes,98.76M,(27.51M),(93.11M),(44.45M),(329.5M)
Investment Tax Credit,-,-,-,-,-
Other Funds,72.67M,98.25M,417.77M,62.1M,179.41M
Funds from Operations,1.04B,1.48B,1.89B,2.43B,3.54B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,192.74M,(326.34M),(108.88M),(243.31M),(222.61M)
Receivables,(76.03M),(146.15M),(118.36M),(203.16M),(510.33M)
Accounts Payable,21.78M,(21.63M),61.14M,79.37M,101.63M
Other Assets/Liabilities,426.6M,(99M),23.15M,150.58M,753.09M
Net Operating Cash Flow,1.23B,1.15B,1.78B,2.19B,3.31B
Net Operating Cash Flow Growth,-,-6.22%,54.33%,22.83%,51.61%
Net Operating Cash Flow / Sales,30.46%,25.25%,30.66%,31.58%,36.00%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(66.95M),(130.5M),(152.68M),(231.63M),(307.32M)
Capital Expenditures Growth,-,-94.93%,-16.99%,-51.71%,-32.68%
Capital Expenditures / Sales,-1.66%,-2.86%,-2.63%,-3.35%,-3.34%
Capital Expenditures (Fixed Assets),(66.95M),(130.5M),(152.68M),(231.63M),(307.32M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(17.4M),(1.82B),(90.14M),-,(479.11M)
Sale of Fixed Assets & Businesses,-,-,-,18.69M,27.66M
Purchase/Sale of Investments,375.97M,767.8M,(16.06M),(287.46M),(117.68M)
Purchase of Investments,(547.63M),(163.19M),(908.73M),(1.13B),(1.11B)
Sale/Maturity of Investments,923.6M,930.98M,892.68M,839.15M,991.23M
Other Uses,-,-,-,-,-
Other Sources,-,-,2.94M,-,-
Net Investing Cash Flow,291.62M,(1.18B),(258.87M),(500.4M),(876.46M)
Net Investing Cash Flow Growth,-,-504.98%,78.08%,-93.30%,-75.15%
Net Investing Cash Flow / Sales,7.23%,-25.87%,-4.46%,-7.23%,-9.53%
