Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,3.59B,11.08B,10.14B,13.75B,6.72B
Net Income Growth,-,208.98%,-8.55%,35.63%,-51.13%
"Depreciation, Depletion & Amortization",2.79B,2.92B,2.97B,2.92B,3.12B
Depreciation and Depletion,1.17B,1.23B,1.38B,1.54B,1.97B
Amortization of Intangible Assets,1.62B,1.69B,1.59B,1.38B,1.15B
Deferred Taxes & Investment Tax Credit,(847M),(1.19B),(851M),(2.43B),(1.15B)
Deferred Taxes,(847M),(1.19B),(851M),(2.43B),(1.15B)
Investment Tax Credit,-,-,-,-,-
Other Funds,1.73B,2B,2.07B,1.99B,2.83B
Funds from Operations,7.25B,14.81B,14.33B,16.23B,11.53B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,8.14B,(260M),(1.19B),(340M),(1.99B)
Receivables,267M,(272M),(690M),141M,(874M)
Accounts Payable,(260M),(102M),(496M),(23M),(733M)
Other Assets/Liabilities,(22M),567M,443M,1.03B,18M
Net Operating Cash Flow,15.39B,14.55B,13.14B,15.89B,9.54B
Net Operating Cash Flow Growth,-,-5.43%,-9.70%,20.91%,-39.96%
Net Operating Cash Flow / Sales,39.07%,36.83%,33.63%,39.25%,22.48%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(1.74B),(1.66B),(1.56B),(2.14B),(4.51B)
Capital Expenditures Growth,-,4.38%,5.78%,-36.51%,-111.29%
Capital Expenditures / Sales,-4.41%,-4.20%,-4.00%,-5.27%,-10.63%
Capital Expenditures (Fixed Assets),(1.74B),(1.66B),(1.56B),(2.14B),(4.51B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.72B),(363M),(124M),(41M),(148M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(2.17B),28.58B,11.53B,(10.92B),15.88B
Purchase of Investments,(25.28B),(1.4B),(5.73B),(37.98B),(10.27B)
Sale/Maturity of Investments,23.12B,29.98B,17.26B,27.06B,26.15B
Other Uses,-,-,-,-,-
Other Sources,-,-,-,196M,-
Net Investing Cash Flow,(5.63B),26.56B,9.84B,(13.1B),11.22B
Net Investing Cash Flow Growth,-,572.12%,-62.94%,-233.07%,185.66%
Net Investing Cash Flow / Sales,-14.28%,67.22%,25.19%,-32.36%,26.44%
