Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,(1.51B),2.18B,(10.11B),(10.49B),1.93B
Net Income Growth,-,243.89%,-564.26%,-3.75%,118.39%
"Depreciation, Depletion & Amortization",3.84B,3.56B,3.59B,1.97B,2.12B
Depreciation and Depletion,3.17B,2.88B,2.97B,1.6B,1.82B
Amortization of Intangible Assets,663M,673M,618M,371M,302M
Deferred Taxes & Investment Tax Credit,-,-,(1.01B),(1.25B),(31M)
Deferred Taxes,-,-,(1.01B),(1.25B),(31M)
Investment Tax Credit,-,-,-,-,-
Other Funds,4.02B,385M,13.29B,13.46B,269M
Funds from Operations,6.35B,6.12B,5.76B,3.7B,4.29B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(683M),(405M),(327M),(756M),365M
Receivables,(124M),430M,142M,2.35B,(36M)
Accounts Payable,(737M),(824M),(161M),(3.33B),160M
Other Assets/Liabilities,(34M),158M,-,344M,320M
Net Operating Cash Flow,5.66B,5.71B,5.43B,2.94B,4.65B
Net Operating Cash Flow Growth,-,0.88%,-4.94%,-45.79%,57.98%
Net Operating Cash Flow / Sales,18.60%,17.41%,16.50%,12.47%,20.28%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(2.38B),(2.26B),(1.96B),(1.22B),(1.18B)
Capital Expenditures Growth,-,5.16%,13.50%,37.75%,3.04%
Capital Expenditures / Sales,-7.83%,-6.89%,-5.94%,-5.16%,-5.15%
Capital Expenditures (Fixed Assets),(2.11B),(2.16B),(1.72B),(1.12B),(1.14B)
Capital Expenditures (Other Assets),(276M),(100M),(231M),(101M),(39M)
Net Assets from Acquisitions,(847M),(292M),(23M),(33M),(103M)
Sale of Fixed Assets & Businesses,-,579M,-,434M,-
Purchase/Sale of Investments,1.67B,962M,122M,(1.44B),313M
Purchase of Investments,(1.61B),(981M),(781M),(1.44B),(474M)
Sale/Maturity of Investments,3.28B,1.94B,903M,-,787M
Other Uses,(217M),(29M),(155M),(93M),(58M)
Other Sources,29M,-,-,-,-
Net Investing Cash Flow,(1.78B),(1.04B),(2.01B),(2.35B),(919M)
Net Investing Cash Flow Growth,-,41.54%,-93.37%,-17.01%,60.94%
Net Investing Cash Flow / Sales,-5.84%,-3.17%,-6.11%,-9.97%,-4.01%
