Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,6.48B,8.99B,7.77B,9.8B,9.57B
Net Income Growth,-,38.74%,-13.54%,26.21%,-2.38%
"Depreciation, Depletion & Amortization",1.09B,1.37B,1.54B,1.45B,1.26B
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(413M),(280M),(18M),894M,(122M)
Deferred Taxes,(413M),(280M),(18M),894M,(122M)
Investment Tax Credit,-,-,-,-,-
Other Funds,1.72B,35M,(132M),(850M),914M
Funds from Operations,8.87B,10.11B,9.15B,11.3B,11.62B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(1.24B),366M,690M,1.33B,(605M)
Receivables,27M,(158M),882M,(225M),(69M)
Accounts Payable,(251M),1.32B,(860M),2.84B,759M
Other Assets/Liabilities,(796M),(707M),585M,(592M),25M
Net Operating Cash Flow,7.63B,10.47B,9.84B,12.63B,11.02B
Net Operating Cash Flow Growth,-,37.29%,-5.99%,28.25%,-12.73%
Net Operating Cash Flow / Sales,22.34%,28.09%,29.80%,32.60%,25.72%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(1.55B),(2.05B),(1.18B),(1.37B),(1.48B)
Capital Expenditures Growth,-,-32.69%,42.70%,-16.14%,-8.56%
Capital Expenditures / Sales,-4.53%,-5.51%,-3.56%,-3.53%,-3.46%
Capital Expenditures (Fixed Assets),(1.55B),(2.05B),(1.18B),(1.37B),(1.48B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.26B),(5.54B),(1.05B),(4.77B),(73M)
Sale of Fixed Assets & Businesses,1.61B,1.41B,378M,2.29B,533M
Purchase/Sale of Investments,7.19B,2.27B,252M,1.03B,1.02B
Purchase of Investments,(7.79B),(4.7B),(13.58B),(6.03B),(3.75B)
Sale/Maturity of Investments,14.98B,6.97B,13.84B,7.06B,4.77B
Other Uses,(60M),(56M),-,-,(1.47B)
Other Sources,-,-,310M,-,-
Net Investing Cash Flow,5.93B,(3.98B),(1.48B),(2.77B),(763M)
Net Investing Cash Flow Growth,-,-167.08%,62.85%,-87.20%,72.41%
Net Investing Cash Flow / Sales,17.36%,-10.67%,-4.47%,-7.14%,-1.78%
