Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,814.9M,193.1M,263M,502.9M,506.8M
Net Income Growth,-,-76.30%,36.20%,91.22%,0.78%
"Depreciation, Depletion & Amortization",120.1M,131.2M,150.8M,174.2M,186.4M
Depreciation and Depletion,107M,115.5M,121.9M,136.7M,147.6M
Amortization of Intangible Assets,13.1M,15.7M,28.9M,37.5M,38.8M
Deferred Taxes & Investment Tax Credit,121M,10.9M,(55M),81.7M,37.3M
Deferred Taxes,121M,10.9M,(55M),81.7M,37.3M
Investment Tax Credit,-,-,-,-,-
Other Funds,(496.4M),40.2M,125M,51M,47.6M
Funds from Operations,559.6M,375.4M,483.8M,809.8M,778.1M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(135.2M),52.6M,27.3M,(72.8M),(68.4M)
Receivables,(81.4M),(900K),38.1M,27.4M,(110.9M)
Accounts Payable,154.1M,42.6M,(37M),800K,206.1M
Other Assets/Liabilities,(152.5M),72.1M,13.8M,(75.8M),2.1M
Net Operating Cash Flow,424.4M,428M,511.1M,737M,709.7M
Net Operating Cash Flow Growth,-,0.85%,19.42%,44.20%,-3.70%
Net Operating Cash Flow / Sales,9.51%,9.04%,10.67%,15.03%,12.82%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(183.8M),(168.6M),(189.7M),(181.1M),(213.1M)
Capital Expenditures Growth,-,8.27%,-12.51%,4.53%,-17.67%
Capital Expenditures / Sales,-4.12%,-3.56%,-3.96%,-3.69%,-3.85%
Capital Expenditures (Fixed Assets),(183.8M),(168.6M),(189.7M),(181.1M),(213.1M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(119.2M),(68.4M),(455.2M),-,(100K)
Sale of Fixed Assets & Businesses,2.7M,6.8M,-,13.6M,89.4M
Purchase/Sale of Investments,(70.5M),(18.6M),(20.7M),13.9M,-
Purchase of Investments,(70.5M),(18.6M),(20.7M),-,-
Sale/Maturity of Investments,-,-,-,13.9M,-
Other Uses,-,(17.9M),-,(8.2M),(18M)
Other Sources,17.4M,-,-,-,-
Net Investing Cash Flow,1.81B,(266.7M),(665.6M),(159.8M),(125.7M)
Net Investing Cash Flow Growth,-,-114.71%,-149.57%,75.99%,21.34%
Net Investing Cash Flow / Sales,40.65%,-5.64%,-13.89%,-3.26%,-2.27%
