Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,112.17M,259.02M,203.01M,225.53M,136.51M
Net Income Growth,-,130.91%,-21.62%,11.09%,-39.47%
"Depreciation, Depletion & Amortization",11.01M,14.12M,20.43M,24.1M,28.09M
Depreciation and Depletion,11.01M,13.92M,20.23M,23.1M,25.9M
Amortization of Intangible Assets,-,200K,200K,997K,2.19M
Deferred Taxes & Investment Tax Credit,42.62M,(7.75M),32.95M,29.38M,2.41M
Deferred Taxes,42.62M,(7.75M),32.95M,29.38M,2.41M
Investment Tax Credit,-,-,-,-,-
Other Funds,45.67M,25.65M,50.5M,12.96M,148.58M
Funds from Operations,211.47M,291.04M,306.9M,291.96M,315.59M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(18.93M),(38.84M),8.03M,(17.39M),(30.2M)
Receivables,(15.29M),(22.02M),5.55M,(12.06M),5.34M
Accounts Payable,4.41M,7.98M,2.58M,2.63M,641K
Other Assets/Liabilities,(86K),(1.02M),(2.55M),4.14M,(6.09M)
Net Operating Cash Flow,192.55M,252.2M,314.92M,274.58M,285.39M
Net Operating Cash Flow Growth,-,30.98%,24.87%,-12.81%,3.94%
Net Operating Cash Flow / Sales,32.43%,32.78%,37.45%,32.40%,27.66%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(55.86M),(44M),(44.01M),(53.38M),(35.76M)
Capital Expenditures Growth,-,21.23%,0.00%,-21.31%,33.01%
Capital Expenditures / Sales,-9.41%,-5.72%,-5.23%,-6.30%,-3.47%
Capital Expenditures (Fixed Assets),(55.86M),(44M),(44.01M),(53.38M),(35.76M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,(52.18M),(82.82M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(124.9M),(29.72M),(60.49M),(91.67M),(243.64M)
Purchase of Investments,(331.81M),(361.6M),(611.28M),(556.2M),(787.15M)
Sale/Maturity of Investments,206.91M,331.89M,550.79M,464.53M,543.51M
Other Uses,-,(42.74M),(20.96M),(26.1M),(18.77M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(180.76M),(116.46M),(125.46M),(223.34M),(380.99M)
Net Investing Cash Flow Growth,-,35.58%,-7.73%,-78.03%,-70.58%
Net Investing Cash Flow / Sales,-30.44%,-15.14%,-14.92%,-26.35%,-36.93%
