Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.35B,1.1B,1.17B,890M,1.39B
Net Income Growth,-,-18.57%,7.12%,-24.19%,55.73%
"Depreciation, Depletion & Amortization",1.38B,1.67B,2.04B,1.95B,1.97B
Depreciation and Depletion,1.21B,1.46B,1.75B,1.7B,1.74B
Amortization of Intangible Assets,173M,213M,290M,250M,233M
Deferred Taxes & Investment Tax Credit,(533M),257M,204M,(121M),268M
Deferred Taxes,(533M),257M,204M,(121M),268M
Investment Tax Credit,-,-,-,-,-
Other Funds,26M,(125M),(187M),(60M),(285M)
Funds from Operations,2.22B,2.9B,3.23B,2.66B,3.34B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,8M,(46M),(205M),(3M),351M
Receivables,(184M),(115M),39M,218M,(300M)
Accounts Payable,141M,49M,(86M),10M,307M
Other Assets/Liabilities,(20M),75M,(59M),(228M),248M
Net Operating Cash Flow,2.23B,2.85B,3.02B,2.66B,3.69B
Net Operating Cash Flow Growth,-,27.94%,5.99%,-12.10%,38.79%
Net Operating Cash Flow / Sales,33.58%,35.45%,32.34%,31.16%,37.97%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(1.89B),(2.29B),(2.35B),(1.16B),(3.2B)
Capital Expenditures Growth,-,-21.28%,-2.58%,50.72%,-176.17%
Capital Expenditures / Sales,-28.44%,-28.47%,-25.13%,-13.58%,-32.91%
Capital Expenditures (Fixed Assets),(1.89B),(2.29B),(2.35B),(1.16B),(3.2B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(2.38B),(2.97B),(249M),(2M),(1.44B)
Sale of Fixed Assets & Businesses,566M,687M,868M,900M,998M
Purchase/Sale of Investments,(5M),(3M),(3M),(3M),-
Purchase of Investments,(5M),(3M),(3M),(3M),-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(3.71B),(4.55B),(1.71B),(223M),(3.61B)
Net Investing Cash Flow Growth,-,-22.83%,62.43%,86.96%,"-1,519.28%"
Net Investing Cash Flow / Sales,-55.79%,-56.56%,-18.29%,-2.61%,-37.17%
