Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,(2.34B),268M,4.44B,510M,2.19B
Net Income Growth,-,111.47%,"1,554.85%",-88.50%,328.82%
"Depreciation, Depletion & Amortization",670M,530M,501M,604M,972M
Depreciation and Depletion,647M,507M,476M,-,-
Amortization of Intangible Assets,23M,23M,25M,-,-
Deferred Taxes & Investment Tax Credit,13M,5M,(3.35B),228M,604M
Deferred Taxes,13M,5M,(3.35B),228M,604M
Investment Tax Credit,-,-,-,-,-
Other Funds,3.43B,824M,178M,646M,(2.34B)
Funds from Operations,1.77B,1.63B,1.76B,1.99B,1.42B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(162M),(250M),(348M),(151M),(930M)
Receivables,(83M),(83M),5M,-,(1.23B)
Accounts Payable,44M,113M,(177M),(56M),476M
Other Assets/Liabilities,(178M),(145M),(157M),(80M),(58M)
Net Operating Cash Flow,1.61B,1.38B,1.41B,1.84B,493M
Net Operating Cash Flow Growth,-,-14.47%,2.61%,30.01%,-73.16%
Net Operating Cash Flow / Sales,18.32%,14.47%,14.58%,20.49%,1.83%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(254M),(388M),(228M),(240M),(269M)
Capital Expenditures Growth,-,-52.76%,41.24%,-5.26%,-12.08%
Capital Expenditures / Sales,-2.89%,-4.08%,-2.35%,-2.68%,-1.00%
Capital Expenditures (Fixed Assets),(254M),(388M),(228M),(230M),(269M)
Capital Expenditures (Other Assets),-,-,-,(10M),-
Net Assets from Acquisitions,(14M),(511M),(355M),(284M),(3.56B)
Sale of Fixed Assets & Businesses,430M,1.56B,1.29B,81M,830M
Purchase/Sale of Investments,(68M),(98M),(126M),(51M),(41M)
Purchase of Investments,(569M),(611M),(507M),(492M),(751M)
Sale/Maturity of Investments,501M,513M,381M,441M,710M
Other Uses,(979M),(791M),(40M),-,-
Other Sources,-,471M,43M,-,938M
Net Investing Cash Flow,(639M),(205M),556M,(494M),(3.04B)
Net Investing Cash Flow Growth,-,67.92%,371.22%,-188.85%,-515.18%
Net Investing Cash Flow / Sales,-7.27%,-2.15%,5.74%,-5.51%,-11.30%
