Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,469.9M,(1.09B),665.6M,1.63B,3.61B
Net Income Growth,-,-332.13%,161.02%,145.63%,121.07%
"Depreciation, Depletion & Amortization",931.9M,945.1M,915.6M,884.8M,1.02B
Depreciation and Depletion,926.2M,940M,914.4M,883.7M,1.01B
Amortization of Intangible Assets,5.7M,5.1M,1.2M,1.1M,1.8M
Deferred Taxes & Investment Tax Credit,(101.8M),(261.3M),(684M),98.8M,344.4M
Deferred Taxes,(101.8M),(261.3M),(684M),98.8M,344.4M
Investment Tax Credit,-,-,-,-,-
Other Funds,131.5M,1.52B,158.5M,198.2M,(45.8M)
Funds from Operations,1.43B,1.11B,1.06B,2.82B,4.93B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(21.7M),(19.4M),526.9M,(629.7M),(992.5M)
Receivables,5.9M,34.6M,(153.6M),(683.6M),(215.2M)
Accounts Payable,342M,(125.4M),333.3M,995.1M,219.8M
Other Assets/Liabilities,127.8M,(56.7M),155.8M,126.7M,(247.5M)
Net Operating Cash Flow,1.41B,1.1B,1.58B,2.19B,3.94B
Net Operating Cash Flow Growth,-,-22.30%,44.48%,38.19%,79.96%
Net Operating Cash Flow / Sales,14.70%,12.30%,18.23%,17.70%,20.58%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(954.5M),(1.27B),(1.17B),(1.29B),(1.25B)
Capital Expenditures Growth,-,-33.28%,7.99%,-10.08%,3.21%
Capital Expenditures / Sales,-9.96%,-14.28%,-13.48%,-10.43%,-6.52%
Capital Expenditures (Fixed Assets),(954.5M),(1.27B),(1.17B),(1.29B),(1.25B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(985.3M),(55.1M),-,(24.1M),-
Sale of Fixed Assets & Businesses,12.6M,4M,-,28.1M,-
Purchase/Sale of Investments,(17.2M),(37.6M),(15.9M),(25.9M),(19.5M)
Purchase of Investments,(536M),(573.1M),(624.8M),(436.8M),(762.5M)
Sale/Maturity of Investments,518.8M,535.5M,608.9M,410.9M,743M
Other Uses,(300K),-,(3M),(11.8M),-
Other Sources,834.1M,1.12B,1.04B,1.57B,5.17B
Net Investing Cash Flow,(1.94B),(1.36B),(1.19B),(1.32B),(1.26B)
Net Investing Cash Flow Growth,-,30.02%,12.59%,-11.16%,4.74%
Net Investing Cash Flow / Sales,-20.28%,-15.28%,-13.70%,-10.70%,-6.59%
