Item,2018,2019,2020,2021,2022
Funds from Operations,552.93M,851.41M,560.46M,997.78M,1.17B
Funds from Operations Growth,-,53.98%,-34.17%,78.03%,17.00%
Extraordinaries,-,-,-,-,-
Net Operating Cash Flow,639.29M,1.37B,1.68B,2.55B,2.65B
Net Operating Cash Flow Growth,-,113.52%,23.42%,51.59%,3.64%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(49.86M),(60.46M),(38.17M),(66.63M),(52.68M)
Capital Expenditures Growth,-,-21.25%,36.86%,-74.57%,20.94%
Capital Expenditures (Fixed Assets),(49.86M),(60.46M),(38.17M),(66.63M),(52.68M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(6.64M),-,-,-,(49.57M)
Sale of Fixed Assets & Businesses,8.66M,-,-,-,906.79M
Purchase/Sale of Investments,(670.67M),(561.92M),184.38M,(3.01B),(2.73B)
Purchase of Investments,(7.37B),(5.67B),(7.81B),(11.21B),(8.51B)
Sale/Maturity of Investments,6.7B,5.11B,7.99B,8.2B,5.77B
Increase in Loans,-,-,-,-,-
Decrease in Loans,-,-,-,-,-
Other Uses,-,-,(26.52M),(17.98M),-
Other Sources,4.26M,2.84M,-,-,14.34M
Net Investing Cash Flow,(714.24M),(619.53M),119.7M,(3.09B),(1.92B)
Net Investing Cash Flow Growth,-,13.26%,119.32%,"-2,681.70%",38.00%
