Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,507.95M,530.54M,557.81M,570.05M,635.94M
Net Income Growth,-,4.45%,5.14%,2.19%,11.56%
"Depreciation, Depletion & Amortization",610.63M,650.96M,664.14M,686.25M,719.14M
Depreciation and Depletion,538.63M,582.96M,598.14M,616.25M,639.14M
Amortization of Intangible Assets,72M,68M,66M,70M,80M
Deferred Taxes & Investment Tax Credit,243.58M,112.19M,(5.42M),64.37M,112.67M
Deferred Taxes,243.58M,112.19M,(5.42M),64.37M,112.67M
Investment Tax Credit,-,-,-,-,-
Other Funds,(90.05M),5.7M,(46.03M),(121.18M),(235.59M)
Funds from Operations,1.27B,1.3B,1.17B,1.2B,1.23B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(154.07M),(22.24M),(213.78M),(233.13M),(372.15M)
Receivables,(98.28M),12.79M,(25.51M),(7.29M),(75.06M)
Accounts Payable,(23.77M),(14.6M),50.64M,(6.06M),20.27M
Other Assets/Liabilities,(35.31M),(20.92M),(177.17M),(246.06M),(293.58M)
Net Operating Cash Flow,1.12B,1.28B,956.73M,966.37M,860.01M
Net Operating Cash Flow Growth,-,14.23%,-25.09%,1.01%,-11.01%
Net Operating Cash Flow / Sales,31.35%,34.58%,27.56%,26.94%,22.61%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(1.41B),(1.18B),(1.19B),(1.33B),(1.47B)
Capital Expenditures Growth,-,16.37%,-1.13%,-11.34%,-11.07%
Capital Expenditures / Sales,-39.50%,-31.90%,-34.32%,-36.98%,-38.74%
Capital Expenditures (Fixed Assets),(1.41B),(1.18B),(1.19B),(1.33B),(1.47B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(2.28M),(19.13M),(3.15M),(3.09M),(4.51M)
Purchase of Investments,(544.53M),(672.17M),(722.18M),(822.61M),(1.73B)
Sale/Maturity of Investments,542.25M,653.03M,719.03M,819.52M,1.72B
Other Uses,(41.19M),(25.18M),(18.53M),(18.53M),(21.05M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.43B),(1.19B),(1.13B),(1.28B),(1.39B)
Net Investing Cash Flow Growth,-,16.50%,5.18%,-12.98%,-8.54%
Net Investing Cash Flow / Sales,-40.05%,-32.29%,-32.58%,-35.62%,-36.46%
