Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,2.64B,3.57B,1.08B,3.58B,2.46B
Net Income Growth,-,35.06%,-69.70%,230.78%,-31.41%
"Depreciation, Depletion & Amortization",4.07B,4.55B,4.71B,4.76B,5.09B
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,1.08B,806M,54M,191M,(200M)
Deferred Taxes,1.08B,806M,54M,191M,(200M)
Investment Tax Credit,-,-,-,-,-
Other Funds,552M,334M,3.68B,492M,1.86B
Funds from Operations,8.35B,9.08B,9.52B,9.02B,9.2B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(1.16B),(873M),(531M),(690M),(3.27B)
Receivables,(345M),78M,(56M),(297M),(788M)
Accounts Payable,479M,(164M),(21M),249M,805M
Other Assets/Liabilities,(1.48B),(441M),(637M),(892M),(2.82B)
Net Operating Cash Flow,7.19B,8.21B,8.99B,8.33B,5.93B
Net Operating Cash Flow Growth,-,14.24%,9.50%,-7.29%,-28.81%
Net Operating Cash Flow / Sales,29.31%,32.73%,37.66%,33.85%,20.62%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(9.39B),(11.12B),(9.91B),(9.72B),(11.37B)
Capital Expenditures Growth,-,-18.46%,10.92%,1.94%,-17.00%
Capital Expenditures / Sales,-38.29%,-44.35%,-41.51%,-39.46%,-39.51%
Capital Expenditures (Fixed Assets),(9.39B),(11.12B),(9.91B),(9.72B),(11.37B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,41M,843M,426M,1.58B,1.38B
Purchase/Sale of Investments,(431M),(329M),(432M),(76M),32M
Purchase of Investments,(4.18B),(3.67B),(8.38B),(6.18B),(4.3B)
Sale/Maturity of Investments,3.75B,3.34B,7.95B,6.1B,4.33B
Other Uses,(418M),(517M),(398M),(1.19B),(644M)
Other Sources,29M,-,-,-,-
Net Investing Cash Flow,(10.06B),(11.11B),(10.31B),(9.4B),(10.6B)
Net Investing Cash Flow Growth,-,-10.48%,7.23%,8.80%,-12.74%
Net Investing Cash Flow / Sales,-41.03%,-44.32%,-43.20%,-38.20%,-36.85%
