Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,3.23B,2.25B,3.19B,7.01B,4.9B
Net Income Growth,-,-30.38%,41.86%,119.66%,-30.11%
"Depreciation, Depletion & Amortization",800M,1.27B,1.27B,1.24B,1.34B
Depreciation and Depletion,597M,933M,1.01B,1.04B,1.15B
Amortization of Intangible Assets,203M,332M,262M,204M,197M
Deferred Taxes & Investment Tax Credit,234M,(509M),210M,603M,(321M)
Deferred Taxes,234M,(509M),210M,603M,(321M)
Investment Tax Credit,-,-,-,-,-
Other Funds,741M,1.93B,1.12B,(5.47B),(2.46B)
Funds from Operations,5B,4.93B,5.79B,3.37B,3.46B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(1.18B),(634M),(1.49B),193M,(554M)
Receivables,(95M),(213M),(125M),(424M),(690M)
Accounts Payable,381M,617M,719M,376M,572M
Other Assets/Liabilities,(1.17B),(840M),(1.86B),78M,48M
Net Operating Cash Flow,3.83B,4.3B,4.31B,3.57B,2.9B
Net Operating Cash Flow Growth,-,12.28%,0.19%,-17.14%,-18.67%
Net Operating Cash Flow / Sales,12.72%,12.70%,11.70%,10.00%,7.93%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(1.25B),(1.26B),(1.42B),(1.42B),(1.44B)
Capital Expenditures Growth,-,-1.20%,-12.34%,0.35%,-1.41%
Capital Expenditures / Sales,-4.15%,-3.74%,-3.86%,-3.97%,-3.92%
Capital Expenditures (Fixed Assets),(1.25B),(1.26B),(1.42B),(1.42B),(1.44B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(7.66B),-,-,-,-
Sale of Fixed Assets & Businesses,-,-,205M,3.48B,155M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,(11M),-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(8.88B),(1.21B),(1.21B),2.06B,(1.24B)
Net Investing Cash Flow Growth,-,86.40%,-0.33%,269.94%,-160.30%
Net Investing Cash Flow / Sales,-29.50%,-3.57%,-3.29%,5.77%,-3.39%
